concentration_mM,wavenumber_cm-1,intensity
2.500000000000000000e+01,2.566666666666666856e+02,7.675127858612837417e-02
2.500000000000000000e+01,2.573333333333333144e+02,6.186661234153813249e-02
2.500000000000000000e+01,2.580000000000000000e+02,4.049451215467043952e-02
2.500000000000000000e+01,2.586666666666666856e+02,2.020671943138467944e-02
2.500000000000000000e+01,2.593333333333333144e+02,5.248201978785413391e-02
2.500000000000000000e+01,2.600000000000000000e+02,4.931913004967741071e-03
2.500000000000000000e+01,2.606666666666666856e+02,9.461675156447527796e-03
2.500000000000000000e+01,2.613333333333333144e+02,3.403012065004948350e-02
2.500000000000000000e+01,2.620000000000000000e+02,3.231725098679603253e-02
2.500000000000000000e+01,2.626666666666666856e+02,3.057627681840096451e-02
2.500000000000000000e+01,2.633333333333333144e+02,4.572611018722642917e-02
2.500000000000000000e+01,2.640000000000000000e+02,1.736952647075313064e-02
2.500000000000000000e+01,2.646666666666666288e+02,5.493328586484003129e-02
2.500000000000000000e+01,2.653333333333333144e+02,4.043488143860254902e-02
2.500000000000000000e+01,2.660000000000000000e+02,1.646296661849884838e-02
2.500000000000000000e+01,2.666666666666666288e+02,5.118033623939001464e-02
2.500000000000000000e+01,2.673333333333333144e+02,4.799224990592519668e-02
2.500000000000000000e+01,2.680000000000000000e+02,3.357845207311218466e-02
2.500000000000000000e+01,2.686666666666666288e+02,4.254104920207033708e-03
2.500000000000000000e+01,2.693333333333333144e+02,-1.901654560271231337e-03
2.500000000000000000e+01,2.700000000000000000e+02,2.776182475637180985e-02
2.500000000000000000e+01,2.706666666666666288e+02,4.692438800478412886e-04
2.500000000000000000e+01,2.713333333333333144e+02,5.824336326850204637e-02
2.500000000000000000e+01,2.720000000000000000e+02,7.049836487521057848e-02
2.500000000000000000e+01,2.726666666666666288e+02,1.223255333241742189e-02
2.500000000000000000e+01,2.733333333333333144e+02,6.232656330672155243e-02
2.500000000000000000e+01,2.740000000000000000e+02,3.316560535964543921e-02
2.500000000000000000e+01,2.746666666666666288e+02,2.599520264558252344e-02
2.500000000000000000e+01,2.753333333333333144e+02,5.413831702447044480e-02
2.500000000000000000e+01,2.760000000000000000e+02,4.452431775873082198e-02
2.500000000000000000e+01,2.766666666666666288e+02,1.898059401486031084e-02
2.500000000000000000e+01,2.773333333333333144e+02,3.867597068562536600e-02
2.500000000000000000e+01,2.780000000000000000e+02,4.440565038348250060e-02
2.500000000000000000e+01,2.786666666666666288e+02,7.536952110606648381e-02
2.500000000000000000e+01,2.793333333333333144e+02,3.958938563972878161e-02
2.500000000000000000e+01,2.800000000000000000e+02,3.614462853110868290e-02
2.500000000000000000e+01,2.806666666666666288e+02,4.596856955369194725e-02
2.500000000000000000e+01,2.813333333333333144e+02,1.571571563947539441e-02
2.500000000000000000e+01,2.820000000000000000e+02,4.298251869004460907e-02
2.500000000000000000e+01,2.826666666666666288e+02,8.419727557859753297e-03
2.500000000000000000e+01,2.833333333333333144e+02,7.602144220682971465e-02
2.500000000000000000e+01,2.840000000000000000e+02,3.375456256465640681e-02
2.500000000000000000e+01,2.846666666666666288e+02,2.764791195146808211e-02
2.500000000000000000e+01,2.853333333333333144e+02,6.646114809487504993e-02
2.500000000000000000e+01,2.860000000000000000e+02,1.349671822135922045e-02
2.500000000000000000e+01,2.866666666666666288e+02,1.597738909067670382e-02
2.500000000000000000e+01,2.873333333333333144e+02,2.509500990221590067e-02
2.500000000000000000e+01,2.880000000000000000e+02,1.985422210375327456e-02
2.500000000000000000e+01,2.886666666666666288e+02,6.225351014964296270e-02
2.500000000000000000e+01,2.893333333333333144e+02,8.027628292542658694e-03
2.500000000000000000e+01,2.900000000000000000e+02,3.766463599534911055e-02
2.500000000000000000e+01,2.906666666666666288e+02,1.114466570438214094e-02
2.500000000000000000e+01,2.913333333333333144e+02,3.860111360661014346e-04
2.500000000000000000e+01,2.920000000000000000e+02,-1.445969081503894679e-02
2.500000000000000000e+01,2.926666666666666288e+02,5.081565706877670674e-02
2.500000000000000000e+01,2.933333333333333144e+02,9.395227203661017656e-03
2.500000000000000000e+01,2.940000000000000000e+02,1.727105898162993244e-02
2.500000000000000000e+01,2.946666666666666288e+02,3.670096104066818826e-02
2.500000000000000000e+01,2.953333333333333144e+02,4.451965142051866886e-02
2.500000000000000000e+01,2.960000000000000000e+02,1.141254762340303264e-02
2.500000000000000000e+01,2.966666666666666288e+02,4.079402328089738045e-02
2.500000000000000000e+01,2.973333333333333144e+02,6.251785368090348460e-02
2.500000000000000000e+01,2.980000000000000000e+02,3.499273697659567584e-02
2.500000000000000000e+01,2.986666666666666288e+02,1.662700456259004825e-02
2.500000000000000000e+01,2.993333333333333144e+02,4.641978438868502033e-03
2.500000000000000000e+01,3.000000000000000000e+02,3.309807259578385896e-02
2.500000000000000000e+01,3.006666666666666288e+02,2.991033808385334947e-02
2.500000000000000000e+01,3.013333333333333144e+02,4.817308775254885989e-02
2.500000000000000000e+01,3.020000000000000000e+02,4.023427089666788137e-02
2.500000000000000000e+01,3.026666666666666288e+02,1.897408365979134925e-02
2.500000000000000000e+01,3.033333333333333144e+02,1.292895443755562312e-03
2.500000000000000000e+01,3.040000000000000000e+02,2.399065379905158252e-03
2.500000000000000000e+01,3.046666666666666288e+02,3.280033775228416437e-02
2.500000000000000000e+01,3.053333333333333144e+02,2.959183331780813539e-02
2.500000000000000000e+01,3.060000000000000000e+02,3.111940000937888848e-02
2.500000000000000000e+01,3.066666666666666288e+02,1.889884499372769880e-02
2.500000000000000000e+01,3.073333333333333144e+02,4.358551768160699030e-02
2.500000000000000000e+01,3.080000000000000000e+02,4.072824162667140757e-02
2.500000000000000000e+01,3.086666666666666288e+02,6.176328677404031853e-02
2.500000000000000000e+01,3.093333333333333144e+02,3.568234347040435267e-02
2.500000000000000000e+01,3.100000000000000000e+02,3.197194680656324783e-02
2.500000000000000000e+01,3.106666666666666288e+02,3.980823748456856909e-02
2.500000000000000000e+01,3.113333333333333144e+02,2.364019124273238764e-02
2.500000000000000000e+01,3.120000000000000000e+02,4.945358473104896624e-02
2.500000000000000000e+01,3.126666666666666288e+02,3.708848745108917627e-02
2.500000000000000000e+01,3.133333333333333144e+02,3.902144788748764664e-02
2.500000000000000000e+01,3.140000000000000000e+02,5.126386397601676026e-02
2.500000000000000000e+01,3.146666666666666288e+02,6.479048837341741529e-02
2.500000000000000000e+01,3.153333333333333144e+02,3.549938070891814346e-02
2.500000000000000000e+01,3.160000000000000000e+02,2.510874120074157306e-02
2.500000000000000000e+01,3.166666666666666288e+02,4.139481656882980365e-02
2.500000000000000000e+01,3.173333333333333144e+02,2.014807676772142550e-02
2.500000000000000000e+01,3.180000000000000000e+02,2.293572812320432419e-02
2.500000000000000000e+01,3.186666666666666288e+02,6.565660437131251581e-02
2.500000000000000000e+01,3.193333333333333144e+02,2.896185485238115045e-02
2.500000000000000000e+01,3.200000000000000000e+02,1.146870917714646124e-02
2.500000000000000000e+01,3.206666666666666288e+02,2.528916312007339906e-02
2.500000000000000000e+01,3.213333333333333144e+02,1.899904442230850032e-02
2.500000000000000000e+01,3.220000000000000000e+02,2.484577322668211907e-02
2.500000000000000000e+01,3.226666666666666288e+02,-9.665369404134246945e-04
2.500000000000000000e+01,3.233333333333333144e+02,2.853182586828692524e-02
2.500000000000000000e+01,3.240000000000000000e+02,1.990162613456131213e-02
2.500000000000000000e+01,3.246666666666666288e+02,5.709941243725353416e-02
2.500000000000000000e+01,3.253333333333333144e+02,5.296669772411845972e-02
2.500000000000000000e+01,3.260000000000000000e+02,2.205023917311659670e-02
2.500000000000000000e+01,3.266666666666666288e+02,2.837293121907835669e-03
2.500000000000000000e+01,3.273333333333333144e+02,1.927165766980915365e-02
2.500000000000000000e+01,3.280000000000000000e+02,5.123180964519717662e-02
2.500000000000000000e+01,3.286666666666666288e+02,2.981810669122941793e-02
2.500000000000000000e+01,3.293333333333333144e+02,7.647340511581876554e-03
2.500000000000000000e+01,3.300000000000000000e+02,3.321298354206170950e-02
2.500000000000000000e+01,3.306666666666666288e+02,5.364576157863572281e-02
2.500000000000000000e+01,3.313333333333333144e+02,2.609295309530788864e-02
2.500000000000000000e+01,3.320000000000000000e+02,2.230441652364329244e-02
2.500000000000000000e+01,3.326666666666666288e+02,2.016522099440069479e-02
2.500000000000000000e+01,3.333333333333333144e+02,2.708175720018678526e-02
2.500000000000000000e+01,3.340000000000000000e+02,3.729371319914877997e-02
2.500000000000000000e+01,3.346666666666666288e+02,5.965823804973388600e-02
2.500000000000000000e+01,3.353333333333333144e+02,3.827008817362230475e-02
2.500000000000000000e+01,3.360000000000000000e+02,4.987946937310368256e-02
2.500000000000000000e+01,3.366666666666666288e+02,3.879852044645119152e-02
2.500000000000000000e+01,3.373333333333333144e+02,1.515253289432609216e-02
2.500000000000000000e+01,3.380000000000000000e+02,6.078458269913799422e-02
2.500000000000000000e+01,3.386666666666666288e+02,1.635462638374554634e-02
2.500000000000000000e+01,3.393333333333333144e+02,2.172412532814262803e-02
2.500000000000000000e+01,3.400000000000000000e+02,4.765416719928071421e-02
2.500000000000000000e+01,3.406666666666666288e+02,4.261339110438325251e-02
2.500000000000000000e+01,3.413333333333333144e+02,1.341352925887679542e-02
2.500000000000000000e+01,3.420000000000000000e+02,7.756230944345045980e-03
2.500000000000000000e+01,3.426666666666666288e+02,5.281535349918264205e-02
2.500000000000000000e+01,3.433333333333333144e+02,5.471872715522063668e-02
2.500000000000000000e+01,3.440000000000000000e+02,3.664341654792464820e-02
2.500000000000000000e+01,3.446666666666666288e+02,1.482514192488126534e-02
2.500000000000000000e+01,3.453333333333333144e+02,3.471940850898366793e-02
2.500000000000000000e+01,3.460000000000000000e+02,6.075202412213685788e-02
2.500000000000000000e+01,3.466666666666666288e+02,4.102766376867248571e-02
2.500000000000000000e+01,3.473333333333333144e+02,2.195516457458634649e-02
2.500000000000000000e+01,3.480000000000000000e+02,5.064048681288185749e-02
2.500000000000000000e+01,3.486666666666666288e+02,7.388880968181141262e-02
2.500000000000000000e+01,3.493333333333333144e+02,7.743485433364881432e-02
2.500000000000000000e+01,3.500000000000000000e+02,4.553643376291117290e-02
2.500000000000000000e+01,3.506666666666666288e+02,3.403314627780728435e-02
2.500000000000000000e+01,3.513333333333333144e+02,5.287594695340746415e-03
2.500000000000000000e+01,3.520000000000000000e+02,2.040498622472219220e-02
2.500000000000000000e+01,3.526666666666666288e+02,6.091091022488619167e-02
2.500000000000000000e+01,3.533333333333333144e+02,5.100171659428662241e-02
2.500000000000000000e+01,3.540000000000000000e+02,3.896845166855482379e-02
2.500000000000000000e+01,3.546666666666666288e+02,1.888891319169045541e-02
2.500000000000000000e+01,3.553333333333333144e+02,5.069402673750909166e-02
2.500000000000000000e+01,3.560000000000000000e+02,4.782846130840253535e-02
2.500000000000000000e+01,3.566666666666666288e+02,4.595137500442195849e-02
2.500000000000000000e+01,3.573333333333333144e+02,2.062559156819557954e-02
2.500000000000000000e+01,3.580000000000000000e+02,2.227627144680737609e-02
2.500000000000000000e+01,3.586666666666666288e+02,9.864818370375311174e-03
2.500000000000000000e+01,3.593333333333333144e+02,-8.084592275219307234e-03
2.500000000000000000e+01,3.600000000000000000e+02,2.531058712466980123e-02
2.500000000000000000e+01,3.606666666666666288e+02,4.049538185037959703e-02
2.500000000000000000e+01,3.613333333333333144e+02,2.675480671399390817e-02
2.500000000000000000e+01,3.620000000000000000e+02,5.863059547447575792e-02
2.500000000000000000e+01,3.626666666666666288e+02,1.046108675117570982e-02
2.500000000000000000e+01,3.633333333333333144e+02,6.268892226120462152e-02
2.500000000000000000e+01,3.640000000000000000e+02,5.310043401373547300e-02
2.500000000000000000e+01,3.646666666666666288e+02,1.150205997165588967e-02
2.500000000000000000e+01,3.653333333333333144e+02,8.815708778113021116e-02
2.500000000000000000e+01,3.660000000000000000e+02,3.203204054619513547e-02
2.500000000000000000e+01,3.666666666666666288e+02,1.652875911522600980e-02
2.500000000000000000e+01,3.673333333333333144e+02,1.745447577146877136e-02
2.500000000000000000e+01,3.680000000000000000e+02,2.723639175599094214e-02
2.500000000000000000e+01,3.686666666666666288e+02,2.963197717988422589e-02
2.500000000000000000e+01,3.693333333333333144e+02,2.528444015592946903e-02
2.500000000000000000e+01,3.700000000000000000e+02,4.284313820292309782e-02
2.500000000000000000e+01,3.706666666666666288e+02,6.193860859723342160e-02
2.500000000000000000e+01,3.713333333333333144e+02,2.375321344839578103e-02
2.500000000000000000e+01,3.720000000000000000e+02,4.259618503113975219e-02
2.500000000000000000e+01,3.726666666666666288e+02,5.894439492349431292e-02
2.500000000000000000e+01,3.733333333333333144e+02,2.710033100394644220e-02
2.500000000000000000e+01,3.740000000000000000e+02,2.337641853870865705e-02
2.500000000000000000e+01,3.746666666666666288e+02,4.087783618120532925e-02
2.500000000000000000e+01,3.753333333333333144e+02,-2.649474587469191622e-02
2.500000000000000000e+01,3.760000000000000000e+02,3.627845567648944891e-02
2.500000000000000000e+01,3.766666666666666288e+02,7.830790742011796424e-02
2.500000000000000000e+01,3.773333333333333144e+02,2.886652514129819935e-02
2.500000000000000000e+01,3.780000000000000000e+02,7.098414757647075746e-02
2.500000000000000000e+01,3.786666666666666288e+02,4.605057173674587112e-02
2.500000000000000000e+01,3.793333333333333144e+02,3.338331040763694441e-02
2.500000000000000000e+01,3.800000000000000000e+02,4.261133478720719597e-02
2.500000000000000000e+01,3.806666666666666288e+02,4.697688456960218834e-02
2.500000000000000000e+01,3.813333333333333144e+02,2.544554503437873594e-02
2.500000000000000000e+01,3.820000000000000000e+02,8.992258805083561818e-03
2.500000000000000000e+01,3.826666666666666288e+02,3.282249017361538179e-02
2.500000000000000000e+01,3.833333333333333144e+02,2.434255427239899114e-02
2.500000000000000000e+01,3.840000000000000000e+02,5.068279355166117883e-02
2.500000000000000000e+01,3.846666666666666288e+02,5.206965068415679576e-02
2.500000000000000000e+01,3.853333333333333144e+02,2.967099216017802382e-02
2.500000000000000000e+01,3.860000000000000000e+02,4.907519182971668142e-02
2.500000000000000000e+01,3.866666666666666288e+02,4.709400317658082868e-02
2.500000000000000000e+01,3.873333333333333144e+02,-6.043325478867843381e-03
2.500000000000000000e+01,3.880000000000000000e+02,5.814529737373828888e-02
2.500000000000000000e+01,3.886666666666666288e+02,1.149618359694640560e-02
2.500000000000000000e+01,3.893333333333333144e+02,3.428171584551245599e-02
2.500000000000000000e+01,3.900000000000000000e+02,7.109495458512982147e-02
2.500000000000000000e+01,3.906666666666666288e+02,5.576984033448497552e-02
2.500000000000000000e+01,3.913333333333333144e+02,1.255029235974729554e-02
2.500000000000000000e+01,3.920000000000000000e+02,4.057656780461187107e-02
2.500000000000000000e+01,3.926666666666666288e+02,4.014179844170596978e-02
2.500000000000000000e+01,3.933333333333333144e+02,4.479500045570546096e-02
2.500000000000000000e+01,3.940000000000000000e+02,1.203960269735240146e-02
2.500000000000000000e+01,3.946666666666666288e+02,8.320461228438917611e-02
2.500000000000000000e+01,3.953333333333333144e+02,4.829530600575707849e-02
2.500000000000000000e+01,3.960000000000000000e+02,4.217135653939524387e-02
2.500000000000000000e+01,3.966666666666666288e+02,5.861848571139326169e-02
2.500000000000000000e+01,3.973333333333333144e+02,3.601262858053942001e-02
2.500000000000000000e+01,3.980000000000000000e+02,5.222343593766529124e-02
2.500000000000000000e+01,3.986666666666666288e+02,2.498102222260038807e-02
2.500000000000000000e+01,3.993333333333333144e+02,2.679628920609080506e-02
2.500000000000000000e+01,4.000000000000000000e+02,5.108213989534178545e-02
2.500000000000000000e+01,4.006666666666666288e+02,4.020333161979911668e-02
2.500000000000000000e+01,4.013333333333333144e+02,3.922908287502300390e-02
2.500000000000000000e+01,4.020000000000000000e+02,4.757359403597123670e-02
2.500000000000000000e+01,4.026666666666666288e+02,1.688605912345101170e-02
2.500000000000000000e+01,4.033333333333333144e+02,-1.188253054159171818e-02
2.500000000000000000e+01,4.040000000000000000e+02,3.508187685151502311e-02
2.500000000000000000e+01,4.046666666666666288e+02,1.315551981477059221e-02
2.500000000000000000e+01,4.053333333333333144e+02,4.768264397668049714e-02
2.500000000000000000e+01,4.060000000000000000e+02,6.274318331076249311e-02
2.500000000000000000e+01,4.066666666666666288e+02,3.682216591105279269e-02
2.500000000000000000e+01,4.073333333333333144e+02,1.243036740233382370e-02
2.500000000000000000e+01,4.080000000000000000e+02,3.823842768486412913e-02
2.500000000000000000e+01,4.086666666666666288e+02,2.378631467944146774e-02
2.500000000000000000e+01,4.093333333333333144e+02,6.382283706789129707e-02
2.500000000000000000e+01,4.100000000000000000e+02,4.112552815492746816e-02
2.500000000000000000e+01,4.106666666666666288e+02,6.515080750391658015e-02
2.500000000000000000e+01,4.113333333333333144e+02,2.478247738465552685e-02
2.500000000000000000e+01,4.120000000000000000e+02,4.076813513104308312e-02
2.500000000000000000e+01,4.126666666666666288e+02,2.607120510460829432e-02
2.500000000000000000e+01,4.133333333333333144e+02,5.108926957409257869e-02
2.500000000000000000e+01,4.140000000000000000e+02,3.547126657185235843e-02
2.500000000000000000e+01,4.146666666666666288e+02,2.704497530378670300e-02
2.500000000000000000e+01,4.153333333333333144e+02,1.324629307449021881e-02
2.500000000000000000e+01,4.160000000000000000e+02,5.838233976445619811e-02
2.500000000000000000e+01,4.166666666666666288e+02,5.406326530183827583e-02
2.500000000000000000e+01,4.173333333333333144e+02,3.057796921522562203e-02
2.500000000000000000e+01,4.180000000000000000e+02,2.679917210941903591e-02
2.500000000000000000e+01,4.186666666666666288e+02,5.156710420669576023e-02
2.500000000000000000e+01,4.193333333333333144e+02,6.705023833147649714e-02
2.500000000000000000e+01,4.200000000000000000e+02,-2.962947889531938189e-02
2.500000000000000000e+01,4.206666666666666288e+02,6.470418108141665070e-02
2.500000000000000000e+01,4.213333333333333144e+02,4.846726117327600225e-02
2.500000000000000000e+01,4.220000000000000000e+02,5.212470176094674557e-02
2.500000000000000000e+01,4.226666666666666288e+02,3.356310490490668763e-02
2.500000000000000000e+01,4.233333333333333144e+02,2.235226817816543185e-02
2.500000000000000000e+01,4.240000000000000000e+02,4.860399579676204923e-02
2.500000000000000000e+01,4.246666666666666288e+02,9.512042981802346087e-03
2.500000000000000000e+01,4.253333333333333144e+02,6.865592724272448488e-02
2.500000000000000000e+01,4.260000000000000000e+02,5.243195553968933720e-02
2.500000000000000000e+01,4.266666666666666288e+02,2.217429870937165370e-02
2.500000000000000000e+01,4.273333333333333144e+02,5.454531660171653418e-02
2.500000000000000000e+01,4.280000000000000000e+02,1.285054754612394157e-02
2.500000000000000000e+01,4.286666666666666288e+02,5.534493075569597853e-02
2.500000000000000000e+01,4.293333333333333144e+02,5.854305166970441565e-02
2.500000000000000000e+01,4.300000000000000000e+02,4.401344804195291005e-02
2.500000000000000000e+01,4.306666666666666288e+02,5.469830220851571584e-02
2.500000000000000000e+01,4.313333333333333144e+02,2.357214392125346961e-02
2.500000000000000000e+01,4.320000000000000000e+02,-7.227228123021102457e-03
2.500000000000000000e+01,4.326666666666666288e+02,5.772174870727005136e-02
2.500000000000000000e+01,4.333333333333333144e+02,6.352515136742543922e-02
2.500000000000000000e+01,4.340000000000000000e+02,6.861351127121181892e-02
2.500000000000000000e+01,4.346666666666666288e+02,4.017956422401476602e-02
2.500000000000000000e+01,4.353333333333333144e+02,2.304581176473761983e-02
2.500000000000000000e+01,4.360000000000000000e+02,-5.048489154779012278e-03
2.500000000000000000e+01,4.366666666666666288e+02,1.099013584947594879e-01
2.500000000000000000e+01,4.373333333333333144e+02,5.732960926201589869e-02
2.500000000000000000e+01,4.380000000000000000e+02,5.204646961218987317e-02
2.500000000000000000e+01,4.386666666666666288e+02,3.071253152119688204e-02
2.500000000000000000e+01,4.393333333333333144e+02,4.802437202646914899e-02
2.500000000000000000e+01,4.400000000000000000e+02,4.790103634784376174e-02
2.500000000000000000e+01,4.406666666666666288e+02,3.580290398769970378e-02
2.500000000000000000e+01,4.413333333333333144e+02,5.095336994213937182e-02
2.500000000000000000e+01,4.420000000000000000e+02,4.433409977505753385e-02
2.500000000000000000e+01,4.426666666666666288e+02,7.623974777837544403e-02
2.500000000000000000e+01,4.433333333333333144e+02,1.118076535451181103e-02
2.500000000000000000e+01,4.440000000000000000e+02,3.608454226903150264e-02
2.500000000000000000e+01,4.446666666666666288e+02,4.608239588450509933e-02
2.500000000000000000e+01,4.453333333333333144e+02,4.581153070168776653e-02
2.500000000000000000e+01,4.460000000000000000e+02,-1.017163521165288104e-02
2.500000000000000000e+01,4.466666666666666288e+02,4.066989488292121341e-02
2.500000000000000000e+01,4.473333333333333144e+02,5.536311188824692697e-02
2.500000000000000000e+01,4.480000000000000000e+02,-1.064507088165478343e-02
2.500000000000000000e+01,4.486666666666666288e+02,7.103307500601689639e-02
2.500000000000000000e+01,4.493333333333333144e+02,5.879721053614557491e-02
2.500000000000000000e+01,4.500000000000000000e+02,8.991472620678206407e-02
2.500000000000000000e+01,4.506666666666666288e+02,2.661632836908010141e-02
2.500000000000000000e+01,4.513333333333333144e+02,2.742325724867198181e-02
2.500000000000000000e+01,4.520000000000000000e+02,2.132705893139873882e-02
2.500000000000000000e+01,4.526666666666666288e+02,3.836860979800886529e-02
2.500000000000000000e+01,4.533333333333333144e+02,3.814828381963907694e-02
2.500000000000000000e+01,4.540000000000000000e+02,4.684672472049532244e-03
2.500000000000000000e+01,4.546666666666666288e+02,2.513164894974812685e-02
2.500000000000000000e+01,4.553333333333333144e+02,6.115004241774407018e-02
2.500000000000000000e+01,4.560000000000000000e+02,2.987128094547140955e-02
2.500000000000000000e+01,4.566666666666666288e+02,7.738119340667148904e-02
2.500000000000000000e+01,4.573333333333333144e+02,1.593386735134170659e-02
