wavenumber_cm-1,intensity
3.340000000000000000e+02,5.733861572528808209e-02
3.346666666666666288e+02,3.380347253967722759e-02
3.353333333333333144e+02,4.602500157020996546e-02
3.360000000000000000e+02,4.330218282864430057e-02
3.366666666666666288e+02,3.609752282682607283e-02
3.373333333333333144e+02,8.112970128054525221e-02
3.380000000000000000e+02,4.703632675246256084e-02
3.386666666666666288e+02,4.826040783094713571e-02
3.393333333333333144e+02,9.594762168485645309e-03
3.400000000000000000e+02,6.197990785747196918e-02
3.406666666666666288e+02,6.004240850470859980e-02
3.413333333333333144e+02,-2.512196353267898835e-02
3.420000000000000000e+02,4.277852552002067710e-02
3.426666666666666288e+02,3.730267534310807015e-02
3.433333333333333144e+02,2.070364651731645966e-02
3.440000000000000000e+02,6.941134854370457907e-02
3.446666666666666288e+02,2.245803774277584791e-02
3.453333333333333144e+02,4.553761739402700792e-02
3.460000000000000000e+02,9.573713238518331142e-03
3.466666666666666288e+02,2.985682684036305296e-02
3.473333333333333144e+02,1.633725207961379475e-02
3.480000000000000000e+02,5.623689252766041202e-02
3.486666666666666288e+02,4.251423785116635601e-02
3.493333333333333144e+02,6.704959029790166780e-03
3.500000000000000000e+02,3.803657332495002236e-02
3.506666666666666288e+02,5.459289051421477301e-02
3.513333333333333144e+02,1.563102053344936002e-02
3.520000000000000000e+02,2.366078338115880711e-02
3.526666666666666288e+02,3.228026918555720187e-02
3.533333333333333144e+02,4.252483585559298229e-02
3.540000000000000000e+02,4.057068417740521127e-02
3.546666666666666288e+02,6.736547131595979621e-02
3.553333333333333144e+02,2.219766187724431933e-02
3.560000000000000000e+02,5.899523888142314820e-02
3.566666666666666288e+02,4.430420751892714948e-02
3.573333333333333144e+02,6.495899772012501960e-02
3.580000000000000000e+02,5.156565611679089084e-02
3.586666666666666288e+02,3.471987363374519353e-02
3.593333333333333144e+02,3.040347758721836588e-02
3.600000000000000000e+02,5.429012426670119795e-02
3.606666666666666288e+02,5.391730944386229074e-02
3.613333333333333144e+02,5.825591359051730811e-02
3.620000000000000000e+02,2.892453783387006691e-02
3.626666666666666288e+02,9.792210609757420747e-03
3.633333333333333144e+02,3.785057039640642856e-02
3.640000000000000000e+02,5.544968704525579661e-02
3.646666666666666288e+02,2.037761286919310619e-02
3.653333333333333144e+02,3.534447955752734183e-02
3.660000000000000000e+02,6.892125103340415726e-02
3.666666666666666288e+02,1.521408586106669236e-02
3.673333333333333144e+02,4.197523270093474895e-02
3.680000000000000000e+02,2.472852510360782491e-02
3.686666666666666288e+02,2.697028304240605898e-02
3.693333333333333144e+02,3.504025914188807489e-02
3.700000000000000000e+02,5.278277347899466843e-02
3.706666666666666288e+02,1.029057446796754344e-02
3.713333333333333144e+02,4.005437018265397414e-02
3.720000000000000000e+02,7.217197642958975146e-02
3.726666666666666288e+02,7.098876663080247451e-02
3.733333333333333144e+02,4.756765121285697062e-02
3.740000000000000000e+02,4.107953528787404440e-02
3.746666666666666288e+02,-3.029565554330634902e-02
3.753333333333333144e+02,-1.765983674761778532e-02
3.760000000000000000e+02,3.799314952027994102e-02
3.766666666666666288e+02,2.587696656890908081e-02
3.773333333333333144e+02,-1.964744575699311352e-02
3.780000000000000000e+02,4.955623706789811372e-02
3.786666666666666288e+02,4.845600238448638519e-02
3.793333333333333144e+02,4.129386306570425463e-02
3.800000000000000000e+02,3.065240500924809597e-02
3.806666666666666288e+02,2.262363031993167017e-02
3.813333333333333144e+02,6.412875391364096511e-02
3.820000000000000000e+02,5.185554931648576893e-02
3.826666666666666288e+02,3.383596486956800403e-02
3.833333333333333144e+02,2.144016363268523920e-02
3.840000000000000000e+02,1.545522332235214555e-02
3.846666666666666288e+02,4.678053454494716934e-02
3.853333333333333144e+02,5.427153879223157312e-02
3.860000000000000000e+02,4.041869349196416938e-02
3.866666666666666288e+02,2.076286159413082491e-02
3.873333333333333144e+02,1.693037672820852865e-02
3.880000000000000000e+02,3.505645921041958962e-02
3.886666666666666288e+02,3.742810022981528373e-02
3.893333333333333144e+02,5.463313669124938293e-02
3.900000000000000000e+02,2.345585177519922404e-02
3.906666666666666288e+02,4.531902917853623119e-02
3.913333333333333144e+02,8.799400794827713645e-02
3.920000000000000000e+02,5.193708141727246957e-02
3.926666666666666288e+02,2.225220571775453002e-02
3.933333333333333144e+02,2.387041552288341612e-02
3.940000000000000000e+02,2.360332564438383587e-02
3.946666666666666288e+02,2.582846307492274104e-02
3.953333333333333144e+02,4.670671498142649897e-02
3.960000000000000000e+02,5.419764141396228585e-02
3.966666666666666288e+02,2.313507495345792225e-02
3.973333333333333144e+02,7.302279423314103624e-02
3.980000000000000000e+02,3.692825859898537372e-02
3.986666666666666288e+02,7.617700968700003017e-02
3.993333333333333144e+02,8.349398017224352042e-02
4.000000000000000000e+02,1.378273419330817290e-02
4.006666666666666288e+02,7.634330961048696462e-02
4.013333333333333144e+02,2.191241750424802182e-02
4.020000000000000000e+02,3.984528195052132460e-02
4.026666666666666288e+02,2.238484702385675970e-02
4.033333333333333144e+02,5.652573434282459619e-02
4.040000000000000000e+02,2.729187494039014839e-02
4.046666666666666288e+02,4.443500035940740195e-02
4.053333333333333144e+02,3.614428832924777152e-02
4.060000000000000000e+02,2.455323868619707292e-02
4.066666666666666288e+02,2.872582312250964234e-02
4.073333333333333144e+02,8.062870227000268342e-02
4.080000000000000000e+02,3.046776672044176903e-02
4.086666666666666288e+02,6.238832350264388732e-02
4.093333333333333144e+02,1.760306692259985123e-02
4.100000000000000000e+02,4.328905326895088335e-02
4.106666666666666288e+02,4.651734550434404730e-02
4.113333333333333144e+02,5.067000259206411172e-02
4.120000000000000000e+02,3.528637983464685129e-02
4.126666666666666288e+02,5.172053415079820582e-02
4.133333333333333144e+02,5.986150822189408027e-02
4.140000000000000000e+02,2.836515392872767521e-02
4.146666666666666288e+02,6.263599032938406419e-02
4.153333333333333144e+02,2.900620671984530802e-02
4.160000000000000000e+02,-7.043429647875722177e-03
4.166666666666666288e+02,7.452326936463238294e-02
4.173333333333333144e+02,1.165700489562487147e-02
4.180000000000000000e+02,5.491983134081356022e-02
4.186666666666666288e+02,2.832597749120117567e-02
4.193333333333333144e+02,3.364236026873360097e-02
4.200000000000000000e+02,6.466518345354516084e-02
4.206666666666666288e+02,6.369505112586139328e-02
4.213333333333333144e+02,5.153246074553792522e-02
4.220000000000000000e+02,3.222133351767216686e-02
4.226666666666666288e+02,8.622647243166281505e-02
4.233333333333333144e+02,7.582351882516122354e-02
4.240000000000000000e+02,1.009344070318168168e-02
4.246666666666666288e+02,7.024777881494118081e-02
4.253333333333333144e+02,-3.548211713902675590e-03
4.260000000000000000e+02,4.818819662166223122e-02
4.266666666666666288e+02,6.103635078257588914e-02
4.273333333333333144e+02,1.483581674144102483e-02
4.280000000000000000e+02,3.243520406021883906e-02
4.286666666666666288e+02,6.476482269438942063e-03
4.293333333333333144e+02,3.830342986105267356e-02
4.300000000000000000e+02,7.856436998274674011e-02
4.306666666666666288e+02,4.468588453099319596e-02
4.313333333333333144e+02,3.567833873181200377e-02
4.320000000000000000e+02,4.230552574176538183e-03
4.326666666666666288e+02,6.132652492073101258e-02
4.333333333333333144e+02,5.199797131849397125e-02
4.340000000000000000e+02,-2.894044251314023541e-03
4.346666666666666288e+02,5.696646406355927728e-02
4.353333333333333144e+02,5.242659002673739910e-02
4.360000000000000000e+02,1.872921437965444774e-02
4.366666666666666288e+02,2.466770354971887375e-02
4.373333333333333144e+02,9.344283236995119812e-03
4.380000000000000000e+02,2.679920134903288065e-02
4.386666666666666288e+02,4.293623623037308434e-02
4.393333333333333144e+02,6.252127640601033709e-02
4.400000000000000000e+02,3.416825016937451165e-02
4.406666666666666288e+02,2.620085235113586361e-02
4.413333333333333144e+02,6.878031921790089820e-02
4.420000000000000000e+02,3.380373664963783054e-02
4.426666666666666288e+02,1.929523029461460357e-02
4.433333333333333144e+02,5.743455609522604005e-02
4.440000000000000000e+02,6.689668639217685731e-02
4.446666666666666288e+02,6.119480888119413486e-02
4.453333333333333144e+02,6.460682880931355176e-02
4.460000000000000000e+02,7.385580886117953936e-02
4.466666666666666288e+02,3.433446289182602584e-02
4.473333333333333144e+02,5.461429695183049604e-02
4.480000000000000000e+02,4.159008069969448440e-02
4.486666666666666288e+02,4.900755424892737355e-02
4.493333333333333144e+02,6.865232631449627587e-02
4.500000000000000000e+02,4.205689724226036041e-02
4.506666666666666288e+02,6.129523897285968359e-02
4.513333333333333144e+02,6.293137671666186594e-02
4.520000000000000000e+02,5.847808386212376142e-02
4.526666666666666288e+02,6.481128980927811090e-02
4.533333333333333144e+02,5.635009309506736758e-02
4.540000000000000000e+02,3.319573523617726230e-02
4.546666666666666288e+02,3.435713420640941484e-02
4.553333333333333144e+02,4.564849219989839529e-02
4.560000000000000000e+02,5.351532236511376273e-02
4.566666666666666288e+02,7.845313135947068472e-02
4.573333333333333144e+02,3.849845591481489832e-02
4.580000000000000000e+02,4.624335559155852426e-02
4.586666666666666288e+02,3.212510428012543134e-02
4.593333333333333144e+02,3.979269110681129401e-02
4.600000000000000000e+02,6.833943116729221390e-02
4.606666666666666288e+02,4.205409287712087024e-02
4.613333333333333144e+02,4.620675268756159471e-02
4.620000000000000000e+02,8.130618627997815429e-02
4.626666666666666288e+02,2.165587687640189996e-02
4.633333333333333144e+02,6.381799995354213439e-02
4.640000000000000000e+02,5.831732213961923761e-02
4.646666666666666288e+02,6.692185408224855803e-02
4.653333333333333144e+02,3.756380014829389241e-02
4.660000000000000000e+02,2.027796045234924252e-02
4.666666666666666288e+02,8.017733045221028809e-02
4.673333333333333144e+02,7.450934784116319820e-03
4.680000000000000000e+02,4.423611559960604483e-02
4.686666666666666288e+02,3.735023126035967589e-02
4.693333333333333144e+02,5.746670348620958046e-02
4.700000000000000000e+02,1.289477458484069444e-02
4.706666666666666288e+02,2.203422110568719824e-02
4.713333333333333144e+02,2.214266024685117989e-02
4.720000000000000000e+02,5.466423440871188977e-02
4.726666666666666288e+02,1.535212431382955434e-02
4.733333333333333144e+02,1.289274703154077995e-02
4.740000000000000000e+02,7.183438039240241935e-02
4.746666666666666288e+02,6.460354170816337560e-02
4.753333333333333144e+02,5.783511390253082141e-02
4.760000000000000000e+02,2.096528698441041394e-04
4.766666666666666288e+02,1.167713363331514959e-02
4.773333333333333144e+02,2.447375944056192493e-02
4.780000000000000000e+02,1.974125914048592209e-02
4.786666666666666288e+02,5.572503567749964581e-02
4.793333333333333144e+02,3.978898365215469135e-02
4.800000000000000000e+02,5.516688747076432114e-02
4.806666666666666288e+02,3.295084192549985191e-02
4.813333333333333144e+02,3.045773225083689417e-03
4.820000000000000000e+02,2.058045300077108314e-02
4.826666666666666288e+02,5.229701318629141615e-02
4.833333333333333144e+02,7.640953269297028061e-02
4.840000000000000000e+02,6.202920643144558405e-02
4.846666666666666288e+02,4.202542189841360076e-02
4.853333333333333144e+02,5.598842450778407365e-02
4.860000000000000000e+02,5.247178945179772902e-02
4.866666666666666288e+02,4.983692894610113056e-02
4.873333333333333144e+02,3.364080449657012167e-02
4.880000000000000000e+02,4.402627126893894627e-02
4.886666666666666288e+02,4.029382708715404521e-02
4.893333333333333144e+02,4.386744406350951558e-02
4.900000000000000000e+02,1.907270432163176571e-02
4.906666666666666288e+02,4.730444311510355326e-02
4.913333333333333144e+02,2.945936346003956430e-02
4.920000000000000000e+02,3.281560686809242150e-02
4.926666666666666288e+02,4.010885838193298247e-02
4.933333333333333144e+02,7.965288705739022312e-02
4.940000000000000000e+02,9.285409531404915928e-02
4.946666666666666288e+02,6.735947079027450324e-02
4.953333333333333144e+02,6.175512837382106379e-02
4.960000000000000000e+02,6.152193718360515762e-02
4.966666666666666288e+02,6.598974393312290188e-02
4.973333333333333144e+02,5.019249697176508124e-02
4.980000000000000000e+02,6.838233084920239402e-02
4.986666666666666288e+02,7.830435814124515892e-02
4.993333333333333144e+02,4.724318590620883024e-02
5.000000000000000000e+02,6.980803540728998391e-02
5.006666666666666288e+02,7.360713805441053414e-02
5.013333333333333144e+02,7.969819769475147697e-02
5.020000000000000000e+02,8.253222701728155086e-02
5.026666666666666288e+02,6.695780323781350130e-02
5.033333333333333144e+02,3.455174180159768793e-02
5.040000000000000000e+02,4.616499817302648773e-02
5.046666666666666288e+02,8.105322289975799843e-02
5.053333333333333144e+02,1.733147064449358510e-02
5.060000000000000000e+02,5.003037760359275998e-02
5.066666666666666288e+02,6.867196266920862213e-02
5.073333333333333144e+02,5.401550782810926599e-02
5.080000000000000000e+02,2.529740071747296065e-02
5.086666666666666288e+02,3.966865129517927607e-02
5.093333333333333144e+02,7.660314994085333506e-02
5.100000000000000000e+02,7.965554001918212501e-02
5.106666666666666288e+02,1.759334990315660624e-02
5.113333333333333144e+02,4.623735471506217748e-02
5.120000000000000000e+02,2.168669211331071892e-02
5.126666666666666288e+02,5.381524397771207668e-02
5.133333333333332575e+02,3.133213128909240891e-02
5.140000000000000000e+02,5.349792011309922879e-02
5.146666666666666288e+02,3.281600837879780630e-02
5.153333333333332575e+02,6.876653287413768412e-02
5.160000000000000000e+02,3.939314693583451099e-02
5.166666666666666288e+02,3.624526271320231002e-02
5.173333333333332575e+02,3.205732555795107186e-02
5.180000000000000000e+02,2.423256437707842215e-02
5.186666666666666288e+02,2.409648078333476162e-02
5.193333333333332575e+02,3.055748125850991578e-02
5.200000000000000000e+02,4.722667789201333288e-02
5.206666666666666288e+02,2.645788225396436544e-02
5.213333333333332575e+02,3.619310838594214097e-02
5.220000000000000000e+02,7.301087055295457651e-02
5.226666666666666288e+02,7.658985506662097098e-02
5.233333333333332575e+02,2.183186791558693052e-02
5.240000000000000000e+02,7.990820746550114650e-02
5.246666666666666288e+02,5.602201853393341119e-02
5.253333333333332575e+02,6.469491871677261752e-02
5.260000000000000000e+02,9.142377190793250785e-02
5.266666666666666288e+02,6.103097305300163311e-02
5.273333333333332575e+02,3.125307318367714915e-03
5.280000000000000000e+02,4.883261760262227330e-02
5.286666666666666288e+02,6.269955372813962313e-02
5.293333333333332575e+02,5.630578178371235115e-02
5.300000000000000000e+02,5.107452954097355113e-02
5.306666666666666288e+02,2.058562653345148014e-02
5.313333333333332575e+02,8.295002838555889935e-02
5.320000000000000000e+02,3.460764880557039985e-02
5.326666666666666288e+02,4.074665614768565453e-02
5.333333333333332575e+02,5.031060337355654222e-02
5.340000000000000000e+02,4.979155718723354135e-02
5.346666666666666288e+02,5.370070513695920922e-02
5.353333333333332575e+02,2.569663787200557326e-02
5.360000000000000000e+02,4.232082152444715389e-02
5.366666666666666288e+02,4.431303645031108018e-02
5.373333333333332575e+02,4.381538570637348584e-02
5.380000000000000000e+02,6.061847251239581291e-02
5.386666666666666288e+02,5.348280245897724106e-02
5.393333333333332575e+02,6.943345812582597809e-02
5.400000000000000000e+02,7.000301534986660967e-02
5.406666666666666288e+02,4.159699942473475687e-02
5.413333333333332575e+02,5.207737682106728522e-02
5.420000000000000000e+02,3.073204402870705065e-02
5.426666666666666288e+02,5.880582927431166063e-02
5.433333333333332575e+02,3.906593737964703106e-02
5.440000000000000000e+02,6.643801086046299820e-02
5.446666666666666288e+02,1.991135402041750019e-02
5.453333333333332575e+02,2.273209635115818611e-02
5.460000000000000000e+02,5.281015960696473083e-02
5.466666666666666288e+02,6.721810509424065716e-02
5.473333333333332575e+02,8.111300279118846546e-02
5.480000000000000000e+02,4.722489943615414826e-02
5.486666666666666288e+02,3.785557948404199430e-02
5.493333333333332575e+02,5.172967074365888984e-02
5.500000000000000000e+02,4.687055133598735934e-02
5.506666666666666288e+02,3.532396498554386810e-02
5.513333333333332575e+02,4.913938233437473851e-02
5.520000000000000000e+02,5.561784046328176884e-02
5.526666666666666288e+02,2.081167776284018750e-02
5.533333333333332575e+02,8.560187388364214056e-02
5.540000000000000000e+02,5.276154968671388501e-02
5.546666666666666288e+02,5.454380032242053811e-02
5.553333333333332575e+02,4.345778158090184140e-02
5.560000000000000000e+02,5.103505933553687673e-02
5.566666666666666288e+02,3.127930822999265559e-02
5.573333333333332575e+02,5.325238798539097540e-02
5.580000000000000000e+02,6.605607451978980083e-02
5.586666666666666288e+02,4.418630513333370730e-02
5.593333333333332575e+02,5.595447701129728502e-02
5.600000000000000000e+02,4.622807539532892973e-02
5.606666666666666288e+02,3.011132725719883538e-02
5.613333333333332575e+02,6.125044741662667019e-02
5.620000000000000000e+02,8.823301026131724623e-02
5.626666666666666288e+02,4.894739119303011254e-02
5.633333333333332575e+02,6.749723537928542516e-02
5.640000000000000000e+02,5.086391201387073513e-02
5.646666666666666288e+02,7.310964275146930591e-02
5.653333333333332575e+02,4.434281606830477174e-02
5.660000000000000000e+02,6.097933069708292436e-02
5.666666666666666288e+02,8.655930035353594232e-02
5.673333333333332575e+02,6.408204517281836099e-02
5.680000000000000000e+02,3.468709197379115511e-02
5.686666666666666288e+02,6.150796282851501984e-02
5.693333333333332575e+02,5.062365078002783320e-02
5.700000000000000000e+02,5.808294831730927837e-02
5.706666666666666288e+02,6.930994035818892340e-02
5.713333333333332575e+02,6.421271111100405882e-02
5.720000000000000000e+02,5.887240591803554607e-02
5.726666666666666288e+02,4.664244581972746412e-02
5.733333333333332575e+02,7.350610766843225508e-02
5.740000000000000000e+02,5.742907099685270328e-02
5.746666666666666288e+02,6.042863710906822700e-02
5.753333333333332575e+02,5.426823718545893682e-02
5.760000000000000000e+02,5.830936550267125373e-02
5.766666666666666288e+02,4.794502243416326470e-02
5.773333333333332575e+02,1.324775539502597715e-02
5.780000000000000000e+02,6.781054521563295578e-02
5.786666666666666288e+02,8.454770632006471109e-02
5.793333333333332575e+02,7.529419349300338349e-02
5.800000000000000000e+02,6.099958300422905766e-02
5.806666666666666288e+02,6.687577081082318742e-02
5.813333333333332575e+02,6.679182417881904255e-02
5.820000000000000000e+02,8.370370515563527181e-02
5.826666666666666288e+02,3.902700280438689551e-02
5.833333333333332575e+02,7.705253306865575413e-02
5.840000000000000000e+02,7.604095161801019409e-02
5.846666666666666288e+02,4.447188981649936868e-02
5.853333333333332575e+02,5.318241021585957962e-02
5.860000000000000000e+02,4.106993704630614028e-03
5.866666666666666288e+02,2.843055476838025897e-02
