concentration_mM,wavenumber_cm-1,intensity
5.000000000000000000e+01,2.193333333333333428e+02,-4.320363600725934949e-03
5.000000000000000000e+01,2.200000000000000000e+02,1.253242100933897596e-02
5.000000000000000000e+01,2.206666666666666572e+02,3.415535465776921992e-02
5.000000000000000000e+01,2.213333333333333428e+02,3.315796767760458008e-02
5.000000000000000000e+01,2.220000000000000000e+02,4.315468344319160765e-02
5.000000000000000000e+01,2.226666666666666572e+02,1.218672963215183640e-02
5.000000000000000000e+01,2.233333333333333428e+02,9.784601831710097036e-03
5.000000000000000000e+01,2.240000000000000000e+02,2.901762792443213224e-02
5.000000000000000000e+01,2.246666666666666572e+02,4.246857790002202260e-02
5.000000000000000000e+01,2.253333333333333428e+02,1.504216209961055026e-02
5.000000000000000000e+01,2.260000000000000000e+02,4.176382280596412089e-02
5.000000000000000000e+01,2.266666666666666572e+02,1.599727026181914716e-02
5.000000000000000000e+01,2.273333333333333428e+02,6.348237218084094857e-02
5.000000000000000000e+01,2.280000000000000000e+02,-1.159347807644172529e-02
5.000000000000000000e+01,2.286666666666666572e+02,5.356336420425239497e-02
5.000000000000000000e+01,2.293333333333333428e+02,-7.016270700510172237e-03
5.000000000000000000e+01,2.300000000000000000e+02,4.746346720657623752e-02
5.000000000000000000e+01,2.306666666666666572e+02,2.478267952245912994e-02
5.000000000000000000e+01,2.313333333333333428e+02,1.406647522936697176e-02
5.000000000000000000e+01,2.320000000000000000e+02,5.024595221498357606e-03
5.000000000000000000e+01,2.326666666666666572e+02,4.704223791455987985e-03
5.000000000000000000e+01,2.333333333333333144e+02,3.696845246575829885e-02
5.000000000000000000e+01,2.340000000000000000e+02,3.260618427963284105e-02
5.000000000000000000e+01,2.346666666666666572e+02,1.969777601910287224e-02
5.000000000000000000e+01,2.353333333333333144e+02,2.300164848506533813e-02
5.000000000000000000e+01,2.360000000000000000e+02,6.174376051419148970e-03
5.000000000000000000e+01,2.366666666666666572e+02,2.101531772688132113e-02
5.000000000000000000e+01,2.373333333333333144e+02,4.145015556768902321e-02
5.000000000000000000e+01,2.380000000000000000e+02,5.648160090533642375e-03
5.000000000000000000e+01,2.386666666666666572e+02,3.428941695545434376e-02
5.000000000000000000e+01,2.393333333333333144e+02,1.470439607024145133e-02
5.000000000000000000e+01,2.400000000000000000e+02,-6.551385325072441035e-03
5.000000000000000000e+01,2.406666666666666572e+02,4.530024330428610024e-02
5.000000000000000000e+01,2.413333333333333144e+02,-3.345609823695052526e-03
5.000000000000000000e+01,2.420000000000000000e+02,1.490344533373187154e-02
5.000000000000000000e+01,2.426666666666666572e+02,4.565173537615350996e-02
5.000000000000000000e+01,2.433333333333333144e+02,8.589117457810987316e-03
5.000000000000000000e+01,2.440000000000000000e+02,4.325106847640817348e-02
5.000000000000000000e+01,2.446666666666666572e+02,1.549663523353942210e-02
5.000000000000000000e+01,2.453333333333333144e+02,2.266154976795576453e-02
5.000000000000000000e+01,2.460000000000000000e+02,6.229094953610488095e-02
5.000000000000000000e+01,2.466666666666666572e+02,4.738247989000320126e-02
5.000000000000000000e+01,2.473333333333333144e+02,2.645704199202781118e-02
5.000000000000000000e+01,2.480000000000000000e+02,1.172018904860381606e-02
5.000000000000000000e+01,2.486666666666666572e+02,2.540439205581179749e-02
5.000000000000000000e+01,2.493333333333333144e+02,5.792552793322167104e-02
5.000000000000000000e+01,2.500000000000000000e+02,6.844101827165616214e-02
5.000000000000000000e+01,2.506666666666666572e+02,1.267002598593488030e-02
5.000000000000000000e+01,2.513333333333333144e+02,5.401823458316108717e-02
5.000000000000000000e+01,2.520000000000000000e+02,-6.356555755652797124e-03
5.000000000000000000e+01,2.526666666666666572e+02,3.703079482726076566e-02
5.000000000000000000e+01,2.533333333333333144e+02,3.282066174820556098e-02
5.000000000000000000e+01,2.540000000000000000e+02,4.622193843831609583e-02
5.000000000000000000e+01,2.546666666666666572e+02,8.818490152921645842e-03
5.000000000000000000e+01,2.553333333333333144e+02,2.845367640783090860e-02
5.000000000000000000e+01,2.560000000000000000e+02,-1.163519507473094808e-02
5.000000000000000000e+01,2.566666666666666856e+02,1.306536230052167229e-02
5.000000000000000000e+01,2.573333333333333144e+02,2.539326167985368407e-02
5.000000000000000000e+01,2.580000000000000000e+02,2.969026165178456633e-02
5.000000000000000000e+01,2.586666666666666856e+02,8.170608999394748939e-02
5.000000000000000000e+01,2.593333333333333144e+02,1.574543346033467628e-02
5.000000000000000000e+01,2.600000000000000000e+02,2.641702032914025611e-02
5.000000000000000000e+01,2.606666666666666856e+02,3.026617436981533099e-03
5.000000000000000000e+01,2.613333333333333144e+02,-1.159459862659513105e-02
5.000000000000000000e+01,2.620000000000000000e+02,4.416709813816141472e-02
5.000000000000000000e+01,2.626666666666666856e+02,4.437572338603528593e-02
5.000000000000000000e+01,2.633333333333333144e+02,-1.175477462947372570e-03
5.000000000000000000e+01,2.640000000000000000e+02,-7.395817893772471674e-03
5.000000000000000000e+01,2.646666666666666288e+02,1.374903447215195668e-02
5.000000000000000000e+01,2.653333333333333144e+02,5.987384907021201658e-02
5.000000000000000000e+01,2.660000000000000000e+02,-3.162826984312146206e-03
5.000000000000000000e+01,2.666666666666666288e+02,4.030260382057334473e-02
5.000000000000000000e+01,2.673333333333333144e+02,2.936186594571017772e-02
5.000000000000000000e+01,2.680000000000000000e+02,2.076365091691567341e-02
5.000000000000000000e+01,2.686666666666666288e+02,1.477463462756288884e-02
5.000000000000000000e+01,2.693333333333333144e+02,3.183297425613711151e-02
5.000000000000000000e+01,2.700000000000000000e+02,2.078409866691281749e-02
5.000000000000000000e+01,2.706666666666666288e+02,1.908025869268771893e-02
5.000000000000000000e+01,2.713333333333333144e+02,2.298253831688919571e-02
5.000000000000000000e+01,2.720000000000000000e+02,4.943244974431873495e-02
5.000000000000000000e+01,2.726666666666666288e+02,3.152349537234446636e-02
5.000000000000000000e+01,2.733333333333333144e+02,2.871237182369820035e-02
5.000000000000000000e+01,2.740000000000000000e+02,5.505157583548818401e-02
5.000000000000000000e+01,2.746666666666666288e+02,2.210369760872010064e-02
5.000000000000000000e+01,2.753333333333333144e+02,5.619008466678615532e-02
5.000000000000000000e+01,2.760000000000000000e+02,1.408375408185454612e-02
5.000000000000000000e+01,2.766666666666666288e+02,3.828964493385578205e-02
5.000000000000000000e+01,2.773333333333333144e+02,2.127126754481731621e-02
5.000000000000000000e+01,2.780000000000000000e+02,2.643007447100256813e-02
5.000000000000000000e+01,2.786666666666666288e+02,1.500188195149441441e-02
5.000000000000000000e+01,2.793333333333333144e+02,2.202559910746808985e-02
5.000000000000000000e+01,2.800000000000000000e+02,1.398818247992380213e-02
5.000000000000000000e+01,2.806666666666666288e+02,3.612370265798851843e-02
5.000000000000000000e+01,2.813333333333333144e+02,1.163797036909672289e-02
5.000000000000000000e+01,2.820000000000000000e+02,3.893115430313303510e-02
5.000000000000000000e+01,2.826666666666666288e+02,7.520798397685765635e-02
5.000000000000000000e+01,2.833333333333333144e+02,-2.767492530989467542e-03
5.000000000000000000e+01,2.840000000000000000e+02,-1.904242755277294613e-02
5.000000000000000000e+01,2.846666666666666288e+02,8.702756074026762878e-03
5.000000000000000000e+01,2.853333333333333144e+02,4.339926931698839807e-02
5.000000000000000000e+01,2.860000000000000000e+02,1.437679996583257971e-02
5.000000000000000000e+01,2.866666666666666288e+02,4.021628842034401241e-02
5.000000000000000000e+01,2.873333333333333144e+02,4.771775832967464770e-02
5.000000000000000000e+01,2.880000000000000000e+02,2.377843765207205556e-02
5.000000000000000000e+01,2.886666666666666288e+02,4.656203168663283765e-02
5.000000000000000000e+01,2.893333333333333144e+02,-1.645670213338946974e-02
5.000000000000000000e+01,2.900000000000000000e+02,4.569065461950413964e-02
5.000000000000000000e+01,2.906666666666666288e+02,4.505273413184877895e-02
5.000000000000000000e+01,2.913333333333333144e+02,2.714467609753047281e-02
5.000000000000000000e+01,2.920000000000000000e+02,4.927073125293898737e-02
5.000000000000000000e+01,2.926666666666666288e+02,5.808592435826016864e-02
5.000000000000000000e+01,2.933333333333333144e+02,6.798974497076325230e-02
5.000000000000000000e+01,2.940000000000000000e+02,6.822498591128170475e-02
5.000000000000000000e+01,2.946666666666666288e+02,3.057717725297910347e-02
5.000000000000000000e+01,2.953333333333333144e+02,2.670898933985126067e-02
5.000000000000000000e+01,2.960000000000000000e+02,2.803797427992871932e-02
5.000000000000000000e+01,2.966666666666666288e+02,-2.382313913939560976e-02
5.000000000000000000e+01,2.973333333333333144e+02,4.369646895274597459e-02
5.000000000000000000e+01,2.980000000000000000e+02,7.678711389135756127e-02
5.000000000000000000e+01,2.986666666666666288e+02,4.118333764389469492e-02
5.000000000000000000e+01,2.993333333333333144e+02,1.503756434156774957e-03
5.000000000000000000e+01,3.000000000000000000e+02,1.010616605115126354e-02
5.000000000000000000e+01,3.006666666666666288e+02,1.129815195833570873e-02
5.000000000000000000e+01,3.013333333333333144e+02,6.327437296023452618e-02
5.000000000000000000e+01,3.020000000000000000e+02,4.024787638500074843e-02
5.000000000000000000e+01,3.026666666666666288e+02,4.302923934516976467e-02
5.000000000000000000e+01,3.033333333333333144e+02,3.740392761163691127e-02
5.000000000000000000e+01,3.040000000000000000e+02,8.170425406626165288e-03
5.000000000000000000e+01,3.046666666666666288e+02,1.158845249597091967e-02
5.000000000000000000e+01,3.053333333333333144e+02,4.414810302926516772e-02
5.000000000000000000e+01,3.060000000000000000e+02,3.232423094429855148e-02
5.000000000000000000e+01,3.066666666666666288e+02,-6.495301720502402731e-03
5.000000000000000000e+01,3.073333333333333144e+02,4.645387327431933777e-02
5.000000000000000000e+01,3.080000000000000000e+02,5.913459384655465889e-02
5.000000000000000000e+01,3.086666666666666288e+02,3.099450429071913191e-02
5.000000000000000000e+01,3.093333333333333144e+02,2.461404308074763639e-02
5.000000000000000000e+01,3.100000000000000000e+02,5.831584717438213078e-02
5.000000000000000000e+01,3.106666666666666288e+02,2.715203142083517582e-02
5.000000000000000000e+01,3.113333333333333144e+02,1.885689468663298216e-02
5.000000000000000000e+01,3.120000000000000000e+02,4.299286020118323060e-04
5.000000000000000000e+01,3.126666666666666288e+02,2.144269061999556913e-02
5.000000000000000000e+01,3.133333333333333144e+02,6.867334596360682997e-02
5.000000000000000000e+01,3.140000000000000000e+02,5.467609426507293036e-02
5.000000000000000000e+01,3.146666666666666288e+02,3.385396304840679327e-02
5.000000000000000000e+01,3.153333333333333144e+02,3.141585418278777103e-02
5.000000000000000000e+01,3.160000000000000000e+02,5.139278640436102663e-02
5.000000000000000000e+01,3.166666666666666288e+02,3.371269471256918560e-02
5.000000000000000000e+01,3.173333333333333144e+02,6.455238553233287602e-03
5.000000000000000000e+01,3.180000000000000000e+02,3.468584051545167690e-02
5.000000000000000000e+01,3.186666666666666288e+02,3.537687176477380402e-02
5.000000000000000000e+01,3.193333333333333144e+02,3.219142245146940778e-02
5.000000000000000000e+01,3.200000000000000000e+02,3.714899875212358815e-02
5.000000000000000000e+01,3.206666666666666288e+02,1.820865093899138448e-02
5.000000000000000000e+01,3.213333333333333144e+02,3.523477498044658152e-02
5.000000000000000000e+01,3.220000000000000000e+02,1.344272147576139331e-04
5.000000000000000000e+01,3.226666666666666288e+02,1.385403818242954277e-02
5.000000000000000000e+01,3.233333333333333144e+02,2.745623126365752398e-02
5.000000000000000000e+01,3.240000000000000000e+02,4.445075128850255186e-02
5.000000000000000000e+01,3.246666666666666288e+02,2.652003891356847359e-02
5.000000000000000000e+01,3.253333333333333144e+02,4.133730118145931276e-02
5.000000000000000000e+01,3.260000000000000000e+02,5.305354915896069723e-02
5.000000000000000000e+01,3.266666666666666288e+02,8.107133207774154526e-02
5.000000000000000000e+01,3.273333333333333144e+02,2.687045781577974274e-02
5.000000000000000000e+01,3.280000000000000000e+02,1.992537238583261261e-02
5.000000000000000000e+01,3.286666666666666288e+02,3.363844937747290792e-02
5.000000000000000000e+01,3.293333333333333144e+02,3.690185344061146233e-02
5.000000000000000000e+01,3.300000000000000000e+02,4.392246765146913534e-02
5.000000000000000000e+01,3.306666666666666288e+02,4.931773682071060455e-02
5.000000000000000000e+01,3.313333333333333144e+02,2.748547795541947392e-02
5.000000000000000000e+01,3.320000000000000000e+02,4.773869150072746620e-02
5.000000000000000000e+01,3.326666666666666288e+02,3.490599026057685655e-02
5.000000000000000000e+01,3.333333333333333144e+02,5.788076616089404131e-02
5.000000000000000000e+01,3.340000000000000000e+02,2.782374732558889202e-02
5.000000000000000000e+01,3.346666666666666288e+02,3.627177871360273004e-02
5.000000000000000000e+01,3.353333333333333144e+02,3.893845674054734196e-02
5.000000000000000000e+01,3.360000000000000000e+02,5.625050525110220079e-02
5.000000000000000000e+01,3.366666666666666288e+02,3.358459652729214873e-02
5.000000000000000000e+01,3.373333333333333144e+02,1.300125568039424764e-02
5.000000000000000000e+01,3.380000000000000000e+02,-1.124359757369297608e-04
5.000000000000000000e+01,3.386666666666666288e+02,5.454686378626773247e-02
5.000000000000000000e+01,3.393333333333333144e+02,4.673882353027121461e-02
5.000000000000000000e+01,3.400000000000000000e+02,6.723895054026599039e-02
5.000000000000000000e+01,3.406666666666666288e+02,3.591599591989148160e-02
5.000000000000000000e+01,3.413333333333333144e+02,3.586528845693286865e-02
5.000000000000000000e+01,3.420000000000000000e+02,3.778732981860292994e-02
5.000000000000000000e+01,3.426666666666666288e+02,2.354590313568789492e-02
5.000000000000000000e+01,3.433333333333333144e+02,2.025738294414557508e-02
5.000000000000000000e+01,3.440000000000000000e+02,4.316792809594572483e-02
5.000000000000000000e+01,3.446666666666666288e+02,5.808355013810358181e-02
5.000000000000000000e+01,3.453333333333333144e+02,4.660950049491273395e-02
5.000000000000000000e+01,3.460000000000000000e+02,2.498002950482992521e-02
5.000000000000000000e+01,3.466666666666666288e+02,4.315963816802202008e-02
5.000000000000000000e+01,3.473333333333333144e+02,3.826260994170757601e-02
5.000000000000000000e+01,3.480000000000000000e+02,2.353295432542538285e-02
5.000000000000000000e+01,3.486666666666666288e+02,1.041648809198658654e-02
5.000000000000000000e+01,3.493333333333333144e+02,1.832115758161034433e-02
5.000000000000000000e+01,3.500000000000000000e+02,5.890963611945144313e-02
5.000000000000000000e+01,3.506666666666666288e+02,4.013903542073569281e-02
5.000000000000000000e+01,3.513333333333333144e+02,2.295086774515030237e-02
5.000000000000000000e+01,3.520000000000000000e+02,3.673131047946550515e-02
5.000000000000000000e+01,3.526666666666666288e+02,4.748363569763972003e-02
5.000000000000000000e+01,3.533333333333333144e+02,2.453039769732641776e-02
5.000000000000000000e+01,3.540000000000000000e+02,2.009969985838462592e-02
5.000000000000000000e+01,3.546666666666666288e+02,-6.136379988916362827e-05
5.000000000000000000e+01,3.553333333333333144e+02,5.730431416450749993e-02
5.000000000000000000e+01,3.560000000000000000e+02,4.735844921813729680e-02
5.000000000000000000e+01,3.566666666666666288e+02,4.905444805434317629e-02
5.000000000000000000e+01,3.573333333333333144e+02,4.697174579621644225e-02
5.000000000000000000e+01,3.580000000000000000e+02,-4.751831336018023932e-03
5.000000000000000000e+01,3.586666666666666288e+02,3.805882920267552455e-02
5.000000000000000000e+01,3.593333333333333144e+02,4.493269488554280100e-02
5.000000000000000000e+01,3.600000000000000000e+02,3.741465350713193971e-02
5.000000000000000000e+01,3.606666666666666288e+02,-1.095990547555392852e-02
5.000000000000000000e+01,3.613333333333333144e+02,3.363720501901270449e-02
5.000000000000000000e+01,3.620000000000000000e+02,3.105427082250240139e-02
5.000000000000000000e+01,3.626666666666666288e+02,5.701683937367877514e-02
5.000000000000000000e+01,3.633333333333333144e+02,3.425471813509008839e-02
5.000000000000000000e+01,3.640000000000000000e+02,2.599635888513734949e-02
5.000000000000000000e+01,3.646666666666666288e+02,2.605130595079110239e-02
5.000000000000000000e+01,3.653333333333333144e+02,5.099026956105252167e-02
5.000000000000000000e+01,3.660000000000000000e+02,5.005011432399664173e-02
5.000000000000000000e+01,3.666666666666666288e+02,3.238721079854275930e-02
5.000000000000000000e+01,3.673333333333333144e+02,2.875566694742520690e-02
5.000000000000000000e+01,3.680000000000000000e+02,-9.239304000143729045e-03
5.000000000000000000e+01,3.686666666666666288e+02,-3.966311515826818901e-03
5.000000000000000000e+01,3.693333333333333144e+02,2.022433259793863028e-02
5.000000000000000000e+01,3.700000000000000000e+02,3.412242907340227310e-02
5.000000000000000000e+01,3.706666666666666288e+02,2.124742194255112293e-02
5.000000000000000000e+01,3.713333333333333144e+02,6.850616375648120593e-03
5.000000000000000000e+01,3.720000000000000000e+02,3.646338661882633086e-02
5.000000000000000000e+01,3.726666666666666288e+02,3.683058286960686628e-02
5.000000000000000000e+01,3.733333333333333144e+02,6.351800312823917272e-02
5.000000000000000000e+01,3.740000000000000000e+02,3.022565378794800361e-02
5.000000000000000000e+01,3.746666666666666288e+02,3.277339683017066463e-02
5.000000000000000000e+01,3.753333333333333144e+02,2.319164814413388759e-02
5.000000000000000000e+01,3.760000000000000000e+02,8.967711356878621531e-02
5.000000000000000000e+01,3.766666666666666288e+02,5.056125309644428356e-02
5.000000000000000000e+01,3.773333333333333144e+02,2.116627405975169199e-02
5.000000000000000000e+01,3.780000000000000000e+02,-1.599797322807378075e-03
5.000000000000000000e+01,3.786666666666666288e+02,1.209014962157224995e-02
5.000000000000000000e+01,3.793333333333333144e+02,1.954870751755662800e-02
5.000000000000000000e+01,3.800000000000000000e+02,1.076377676072810471e-02
5.000000000000000000e+01,3.806666666666666288e+02,3.569270286352953236e-02
5.000000000000000000e+01,3.813333333333333144e+02,1.779557699703422993e-02
5.000000000000000000e+01,3.820000000000000000e+02,6.099860377891425101e-03
5.000000000000000000e+01,3.826666666666666288e+02,5.101834098189972355e-02
5.000000000000000000e+01,3.833333333333333144e+02,7.512226828958454283e-03
5.000000000000000000e+01,3.840000000000000000e+02,-1.266606625242276685e-02
5.000000000000000000e+01,3.846666666666666288e+02,5.720725372296842082e-02
5.000000000000000000e+01,3.853333333333333144e+02,7.434149702561182460e-02
5.000000000000000000e+01,3.860000000000000000e+02,3.940680745166661586e-02
5.000000000000000000e+01,3.866666666666666288e+02,5.239618506732038328e-02
5.000000000000000000e+01,3.873333333333333144e+02,5.216101636741873881e-02
5.000000000000000000e+01,3.880000000000000000e+02,8.590471082806860892e-02
5.000000000000000000e+01,3.886666666666666288e+02,1.906056773153706405e-02
5.000000000000000000e+01,3.893333333333333144e+02,2.985121802025680893e-02
5.000000000000000000e+01,3.900000000000000000e+02,3.021871206488287165e-02
5.000000000000000000e+01,3.906666666666666288e+02,4.015013139683029642e-02
5.000000000000000000e+01,3.913333333333333144e+02,3.498740268640465612e-02
5.000000000000000000e+01,3.920000000000000000e+02,3.755489648594141638e-02
5.000000000000000000e+01,3.926666666666666288e+02,4.212049847253369894e-02
5.000000000000000000e+01,3.933333333333333144e+02,7.889342095700929702e-02
5.000000000000000000e+01,3.940000000000000000e+02,4.488063889676276175e-02
5.000000000000000000e+01,3.946666666666666288e+02,5.605497888851142252e-02
5.000000000000000000e+01,3.953333333333333144e+02,5.289146125357976208e-02
5.000000000000000000e+01,3.960000000000000000e+02,4.672889464294495421e-02
5.000000000000000000e+01,3.966666666666666288e+02,3.433915362809161070e-02
5.000000000000000000e+01,3.973333333333333144e+02,5.582839691160347562e-02
5.000000000000000000e+01,3.980000000000000000e+02,4.787201762971274310e-03
5.000000000000000000e+01,3.986666666666666288e+02,7.066447816877204080e-02
5.000000000000000000e+01,3.993333333333333144e+02,5.328397070973054511e-02
5.000000000000000000e+01,4.000000000000000000e+02,4.200916214090303497e-02
5.000000000000000000e+01,4.006666666666666288e+02,3.981447597752508366e-02
5.000000000000000000e+01,4.013333333333333144e+02,4.453146734701574766e-02
5.000000000000000000e+01,4.020000000000000000e+02,5.647246003942686665e-02
5.000000000000000000e+01,4.026666666666666288e+02,4.952565860899630495e-02
5.000000000000000000e+01,4.033333333333333144e+02,6.764070022997349663e-02
5.000000000000000000e+01,4.040000000000000000e+02,7.469962047329395394e-02
5.000000000000000000e+01,4.046666666666666288e+02,6.234606401997933034e-02
5.000000000000000000e+01,4.053333333333333144e+02,1.070251213048903707e-02
5.000000000000000000e+01,4.060000000000000000e+02,3.017604141568789103e-02
5.000000000000000000e+01,4.066666666666666288e+02,6.021140738556364502e-02
5.000000000000000000e+01,4.073333333333333144e+02,8.333983065334926721e-02
5.000000000000000000e+01,4.080000000000000000e+02,2.906172948416457791e-02
5.000000000000000000e+01,4.086666666666666288e+02,5.286771747010839129e-02
5.000000000000000000e+01,4.093333333333333144e+02,6.549191332330656090e-02
5.000000000000000000e+01,4.100000000000000000e+02,4.311946001884627705e-02
5.000000000000000000e+01,4.106666666666666288e+02,1.670534756275626059e-02
5.000000000000000000e+01,4.113333333333333144e+02,8.023863288132364324e-02
5.000000000000000000e+01,4.120000000000000000e+02,2.383598402395551222e-02
5.000000000000000000e+01,4.126666666666666288e+02,2.646511498401400361e-02
5.000000000000000000e+01,4.133333333333333144e+02,4.670079484352472610e-02
5.000000000000000000e+01,4.140000000000000000e+02,4.250355647888488797e-02
5.000000000000000000e+01,4.146666666666666288e+02,2.311979809702093686e-02
5.000000000000000000e+01,4.153333333333333144e+02,7.505909115670557352e-02
5.000000000000000000e+01,4.160000000000000000e+02,5.201335969768144940e-02
5.000000000000000000e+01,4.166666666666666288e+02,5.977542534630740645e-02
5.000000000000000000e+01,4.173333333333333144e+02,4.086925577029912326e-02
5.000000000000000000e+01,4.180000000000000000e+02,4.166406724898550490e-02
5.000000000000000000e+01,4.186666666666666288e+02,6.832357060157856488e-02
5.000000000000000000e+01,4.193333333333333144e+02,3.153001569204191834e-02
5.000000000000000000e+01,4.200000000000000000e+02,3.487525257823639174e-02
5.000000000000000000e+01,4.206666666666666288e+02,5.139140528851104950e-02
5.000000000000000000e+01,4.213333333333333144e+02,6.022029951697217831e-02
5.000000000000000000e+01,4.220000000000000000e+02,6.034531734557777721e-02
5.000000000000000000e+01,4.226666666666666288e+02,2.342089684363323973e-02
5.000000000000000000e+01,4.233333333333333144e+02,2.066607467729602438e-02
5.000000000000000000e+01,4.240000000000000000e+02,2.543347602088414858e-02
5.000000000000000000e+01,4.246666666666666288e+02,6.014465796901294348e-02
5.000000000000000000e+01,4.253333333333333144e+02,6.018520697245056256e-02
5.000000000000000000e+01,4.260000000000000000e+02,4.901262411990181533e-02
5.000000000000000000e+01,4.266666666666666288e+02,4.860431559997226841e-02
5.000000000000000000e+01,4.273333333333333144e+02,9.705478744375883871e-03
5.000000000000000000e+01,4.280000000000000000e+02,4.918057337078563657e-02
5.000000000000000000e+01,4.286666666666666288e+02,1.139989913003690292e-02
5.000000000000000000e+01,4.293333333333333144e+02,5.944688714415289482e-02
5.000000000000000000e+01,4.300000000000000000e+02,3.669499164120920004e-02
5.000000000000000000e+01,4.306666666666666288e+02,4.791260293403869219e-02
5.000000000000000000e+01,4.313333333333333144e+02,3.886512548055053723e-02
5.000000000000000000e+01,4.320000000000000000e+02,4.159599972090814723e-02
5.000000000000000000e+01,4.326666666666666288e+02,2.098981090236007666e-02
5.000000000000000000e+01,4.333333333333333144e+02,3.995738157217647996e-02
5.000000000000000000e+01,4.340000000000000000e+02,4.213857434399062574e-02
5.000000000000000000e+01,4.346666666666666288e+02,4.759975849714767615e-02
5.000000000000000000e+01,4.353333333333333144e+02,5.442628764156932919e-02
5.000000000000000000e+01,4.360000000000000000e+02,5.320675301843583171e-02
5.000000000000000000e+01,4.366666666666666288e+02,4.905935376605531639e-02
5.000000000000000000e+01,4.373333333333333144e+02,3.068711255972850910e-02
5.000000000000000000e+01,4.380000000000000000e+02,1.780994220026417552e-02
5.000000000000000000e+01,4.386666666666666288e+02,2.381834724662573732e-02
5.000000000000000000e+01,4.393333333333333144e+02,2.758311452535436997e-02
5.000000000000000000e+01,4.400000000000000000e+02,6.092693543701888093e-02
5.000000000000000000e+01,4.406666666666666288e+02,6.557734364308154262e-02
5.000000000000000000e+01,4.413333333333333144e+02,2.820310941152611231e-02
5.000000000000000000e+01,4.420000000000000000e+02,2.099980466843092905e-02
5.000000000000000000e+01,4.426666666666666288e+02,1.181569102091816620e-02
5.000000000000000000e+01,4.433333333333333144e+02,3.185932018151203804e-02
5.000000000000000000e+01,4.440000000000000000e+02,5.271421508679744600e-02
5.000000000000000000e+01,4.446666666666666288e+02,2.271383308784606647e-02
5.000000000000000000e+01,4.453333333333333144e+02,6.825606524335416092e-02
5.000000000000000000e+01,4.460000000000000000e+02,5.193357206060982001e-02
5.000000000000000000e+01,4.466666666666666288e+02,6.598875199515040479e-02
5.000000000000000000e+01,4.473333333333333144e+02,2.880276505033564638e-02
5.000000000000000000e+01,4.480000000000000000e+02,5.904231650537597464e-02
5.000000000000000000e+01,4.486666666666666288e+02,2.268008810967182820e-02
5.000000000000000000e+01,4.493333333333333144e+02,5.876953087439107382e-02
5.000000000000000000e+01,4.500000000000000000e+02,7.381486102924859904e-02
5.000000000000000000e+01,4.506666666666666288e+02,7.359007220340492428e-02
5.000000000000000000e+01,4.513333333333333144e+02,3.450722865948481488e-02
5.000000000000000000e+01,4.520000000000000000e+02,2.755425186625118719e-02
5.000000000000000000e+01,4.526666666666666288e+02,4.195147724740394546e-02
5.000000000000000000e+01,4.533333333333333144e+02,7.675473889262948712e-02
5.000000000000000000e+01,4.540000000000000000e+02,1.815423676240786321e-02
5.000000000000000000e+01,4.546666666666666288e+02,1.520120664148770853e-02
5.000000000000000000e+01,4.553333333333333144e+02,4.622926811741173703e-03
5.000000000000000000e+01,4.560000000000000000e+02,4.748518589121990957e-02
5.000000000000000000e+01,4.566666666666666288e+02,1.168184252074209312e-02
