concentration_mM,wavenumber_cm-1,intensity
2.500000000000000000e+01,3.100000000000000000e+02,1.875868855506335198e-02
2.500000000000000000e+01,3.106666666666666288e+02,1.649673619185410001e-02
2.500000000000000000e+01,3.113333333333333144e+02,4.527444192893843866e-02
2.500000000000000000e+01,3.120000000000000000e+02,3.766935687294087343e-02
2.500000000000000000e+01,3.126666666666666288e+02,1.226299186986180151e-03
2.500000000000000000e+01,3.133333333333333144e+02,4.662140441551719527e-02
2.500000000000000000e+01,3.140000000000000000e+02,6.207699055712046637e-03
2.500000000000000000e+01,3.146666666666666288e+02,2.070717334825612072e-02
2.500000000000000000e+01,3.153333333333333144e+02,4.838988209556049913e-02
2.500000000000000000e+01,3.160000000000000000e+02,2.843825339142292546e-02
2.500000000000000000e+01,3.166666666666666288e+02,4.956273329701248176e-02
2.500000000000000000e+01,3.173333333333333144e+02,6.998597989682790732e-02
2.500000000000000000e+01,3.180000000000000000e+02,1.732122396382171359e-02
2.500000000000000000e+01,3.186666666666666288e+02,4.417519709628719982e-02
2.500000000000000000e+01,3.193333333333333144e+02,4.942050783517606960e-02
2.500000000000000000e+01,3.200000000000000000e+02,5.700852737062650499e-02
2.500000000000000000e+01,3.206666666666666288e+02,3.475585305227682498e-02
2.500000000000000000e+01,3.213333333333333144e+02,1.421196641124203297e-02
2.500000000000000000e+01,3.220000000000000000e+02,1.530773901455371316e-03
2.500000000000000000e+01,3.226666666666666288e+02,4.702572052162113520e-02
2.500000000000000000e+01,3.233333333333333144e+02,5.273760951672806785e-02
2.500000000000000000e+01,3.240000000000000000e+02,5.222381095220807179e-02
2.500000000000000000e+01,3.246666666666666288e+02,4.571242161998712028e-02
2.500000000000000000e+01,3.253333333333333144e+02,1.172020574445808289e-02
2.500000000000000000e+01,3.260000000000000000e+02,5.167697085791991829e-02
2.500000000000000000e+01,3.266666666666666288e+02,-5.537005769105284025e-03
2.500000000000000000e+01,3.273333333333333144e+02,4.830229004547648142e-02
2.500000000000000000e+01,3.280000000000000000e+02,1.164121605125444103e-02
2.500000000000000000e+01,3.286666666666666288e+02,1.042125751178596058e-02
2.500000000000000000e+01,3.293333333333333144e+02,4.560576059529475312e-03
2.500000000000000000e+01,3.300000000000000000e+02,-4.194302969624606747e-03
2.500000000000000000e+01,3.306666666666666288e+02,5.134311052544848764e-02
2.500000000000000000e+01,3.313333333333333144e+02,6.056537939148301519e-03
2.500000000000000000e+01,3.320000000000000000e+02,3.957527005996267638e-02
2.500000000000000000e+01,3.326666666666666288e+02,6.348874414290286983e-02
2.500000000000000000e+01,3.333333333333333144e+02,1.060079779685904611e-02
2.500000000000000000e+01,3.340000000000000000e+02,4.624919812771311617e-02
2.500000000000000000e+01,3.346666666666666288e+02,1.090903176634814425e-02
2.500000000000000000e+01,3.353333333333333144e+02,2.246201367276954783e-02
2.500000000000000000e+01,3.360000000000000000e+02,1.420955625259082838e-02
2.500000000000000000e+01,3.366666666666666288e+02,1.898746770793805633e-02
2.500000000000000000e+01,3.373333333333333144e+02,4.631657427467938959e-02
2.500000000000000000e+01,3.380000000000000000e+02,3.586943628666691003e-02
2.500000000000000000e+01,3.386666666666666288e+02,6.121476680642497920e-03
2.500000000000000000e+01,3.393333333333333144e+02,7.985387425849432147e-03
2.500000000000000000e+01,3.400000000000000000e+02,6.115831801861038725e-02
2.500000000000000000e+01,3.406666666666666288e+02,2.175208998573735508e-03
2.500000000000000000e+01,3.413333333333333144e+02,6.373503952786463422e-02
2.500000000000000000e+01,3.420000000000000000e+02,1.841498822284277914e-02
2.500000000000000000e+01,3.426666666666666288e+02,3.527436552130007452e-02
2.500000000000000000e+01,3.433333333333333144e+02,3.876887524396460671e-02
2.500000000000000000e+01,3.440000000000000000e+02,2.477209602064166932e-02
2.500000000000000000e+01,3.446666666666666288e+02,4.577743762508597325e-02
2.500000000000000000e+01,3.453333333333333144e+02,2.968599696034817173e-02
2.500000000000000000e+01,3.460000000000000000e+02,1.707036906463864009e-02
2.500000000000000000e+01,3.466666666666666288e+02,1.877586451651098998e-02
2.500000000000000000e+01,3.473333333333333144e+02,2.820892813147767367e-02
2.500000000000000000e+01,3.480000000000000000e+02,6.662802960191324675e-02
2.500000000000000000e+01,3.486666666666666288e+02,3.521638428275761235e-02
2.500000000000000000e+01,3.493333333333333144e+02,2.268586930887288300e-02
2.500000000000000000e+01,3.500000000000000000e+02,1.044486340696313201e-02
2.500000000000000000e+01,3.506666666666666288e+02,3.423813556277065934e-02
2.500000000000000000e+01,3.513333333333333144e+02,2.431164930681582043e-02
2.500000000000000000e+01,3.520000000000000000e+02,-8.878283368127425079e-03
2.500000000000000000e+01,3.526666666666666288e+02,4.558841321191574314e-02
2.500000000000000000e+01,3.533333333333333144e+02,5.085960581554286458e-02
2.500000000000000000e+01,3.540000000000000000e+02,4.606281141714643756e-02
2.500000000000000000e+01,3.546666666666666288e+02,7.211550953983861256e-02
2.500000000000000000e+01,3.553333333333333144e+02,4.376970389595817579e-02
2.500000000000000000e+01,3.560000000000000000e+02,2.952425864278185319e-02
2.500000000000000000e+01,3.566666666666666288e+02,4.681311693181955391e-02
2.500000000000000000e+01,3.573333333333333144e+02,5.242668847496474716e-02
2.500000000000000000e+01,3.580000000000000000e+02,3.410430112591808505e-02
2.500000000000000000e+01,3.586666666666666288e+02,4.134155751796399908e-02
2.500000000000000000e+01,3.593333333333333144e+02,3.379481579456920792e-02
2.500000000000000000e+01,3.600000000000000000e+02,6.368300022668024751e-02
2.500000000000000000e+01,3.606666666666666288e+02,6.178242153004601112e-02
2.500000000000000000e+01,3.613333333333333144e+02,3.172807566687840114e-02
2.500000000000000000e+01,3.620000000000000000e+02,2.070634303457435932e-02
2.500000000000000000e+01,3.626666666666666288e+02,3.451849525692508858e-02
2.500000000000000000e+01,3.633333333333333144e+02,3.396415699915812658e-03
2.500000000000000000e+01,3.640000000000000000e+02,5.203371878754780439e-02
2.500000000000000000e+01,3.646666666666666288e+02,5.442301221487681750e-02
2.500000000000000000e+01,3.653333333333333144e+02,1.618244717503216148e-02
2.500000000000000000e+01,3.660000000000000000e+02,5.376136430525216281e-02
2.500000000000000000e+01,3.666666666666666288e+02,3.240873108536333064e-02
2.500000000000000000e+01,3.673333333333333144e+02,7.462318073133110408e-02
2.500000000000000000e+01,3.680000000000000000e+02,8.409050599820383498e-02
2.500000000000000000e+01,3.686666666666666288e+02,3.258868551177008382e-02
2.500000000000000000e+01,3.693333333333333144e+02,6.694061937053442934e-03
2.500000000000000000e+01,3.700000000000000000e+02,6.273449676917200457e-02
2.500000000000000000e+01,3.706666666666666288e+02,7.271931385929999991e-02
2.500000000000000000e+01,3.713333333333333144e+02,5.291508532662163311e-02
2.500000000000000000e+01,3.720000000000000000e+02,3.802485105995490056e-02
2.500000000000000000e+01,3.726666666666666288e+02,5.988592408605909745e-02
2.500000000000000000e+01,3.733333333333333144e+02,1.472864102312901324e-02
2.500000000000000000e+01,3.740000000000000000e+02,5.949983938486520102e-02
2.500000000000000000e+01,3.746666666666666288e+02,2.336903628630643964e-02
2.500000000000000000e+01,3.753333333333333144e+02,3.377285434599384267e-02
2.500000000000000000e+01,3.760000000000000000e+02,6.363084892506021273e-02
2.500000000000000000e+01,3.766666666666666288e+02,6.305101719884295686e-02
2.500000000000000000e+01,3.773333333333333144e+02,3.481183016358960214e-02
2.500000000000000000e+01,3.780000000000000000e+02,2.503573140095224220e-02
2.500000000000000000e+01,3.786666666666666288e+02,4.067176182146002572e-02
2.500000000000000000e+01,3.793333333333333144e+02,2.020331796411915098e-02
2.500000000000000000e+01,3.800000000000000000e+02,6.225454294333105515e-02
2.500000000000000000e+01,3.806666666666666288e+02,2.467238254333304834e-02
2.500000000000000000e+01,3.813333333333333144e+02,1.794112378128484217e-02
2.500000000000000000e+01,3.820000000000000000e+02,5.573441088012785760e-02
2.500000000000000000e+01,3.826666666666666288e+02,4.542781285958257670e-02
2.500000000000000000e+01,3.833333333333333144e+02,2.625558783006066640e-02
2.500000000000000000e+01,3.840000000000000000e+02,2.763414493021532081e-02
2.500000000000000000e+01,3.846666666666666288e+02,3.414586136232917318e-02
2.500000000000000000e+01,3.853333333333333144e+02,2.046223824158134585e-02
2.500000000000000000e+01,3.860000000000000000e+02,4.212070261298997420e-02
2.500000000000000000e+01,3.866666666666666288e+02,3.463924810385139719e-02
2.500000000000000000e+01,3.873333333333333144e+02,5.929004053594255641e-03
2.500000000000000000e+01,3.880000000000000000e+02,3.047557650832537560e-02
2.500000000000000000e+01,3.886666666666666288e+02,6.742068070048096162e-02
2.500000000000000000e+01,3.893333333333333144e+02,2.034989076599585944e-02
2.500000000000000000e+01,3.900000000000000000e+02,2.717024156605909319e-02
2.500000000000000000e+01,3.906666666666666288e+02,3.104518362459642716e-02
2.500000000000000000e+01,3.913333333333333144e+02,3.697897366872928554e-02
2.500000000000000000e+01,3.920000000000000000e+02,1.157794362695776028e-02
2.500000000000000000e+01,3.926666666666666288e+02,2.356771285763109569e-02
2.500000000000000000e+01,3.933333333333333144e+02,3.549389235287212646e-02
2.500000000000000000e+01,3.940000000000000000e+02,5.180194815196673130e-02
2.500000000000000000e+01,3.946666666666666288e+02,4.955276912685540464e-02
2.500000000000000000e+01,3.953333333333333144e+02,4.441828616189972406e-02
2.500000000000000000e+01,3.960000000000000000e+02,4.458548050838412324e-02
2.500000000000000000e+01,3.966666666666666288e+02,2.024752016478249123e-02
2.500000000000000000e+01,3.973333333333333144e+02,1.363691383230787590e-03
2.500000000000000000e+01,3.980000000000000000e+02,1.152433921557988530e-02
2.500000000000000000e+01,3.986666666666666288e+02,4.695029799372255064e-02
2.500000000000000000e+01,3.993333333333333144e+02,4.941482038797373466e-02
2.500000000000000000e+01,4.000000000000000000e+02,2.042106029002924150e-02
2.500000000000000000e+01,4.006666666666666288e+02,7.352337194464078629e-02
2.500000000000000000e+01,4.013333333333333144e+02,7.291112210377048708e-02
2.500000000000000000e+01,4.020000000000000000e+02,2.291992131252566095e-02
2.500000000000000000e+01,4.026666666666666288e+02,4.211066302832213587e-02
2.500000000000000000e+01,4.033333333333333144e+02,6.184980264979468567e-02
2.500000000000000000e+01,4.040000000000000000e+02,7.022539867715570094e-02
2.500000000000000000e+01,4.046666666666666288e+02,4.500624229125908121e-02
2.500000000000000000e+01,4.053333333333333144e+02,3.086359837267629858e-02
2.500000000000000000e+01,4.060000000000000000e+02,5.228589585527937400e-02
2.500000000000000000e+01,4.066666666666666288e+02,5.087887749108493257e-02
2.500000000000000000e+01,4.073333333333333144e+02,7.520196587885298600e-02
2.500000000000000000e+01,4.080000000000000000e+02,5.619218702248494207e-02
2.500000000000000000e+01,4.086666666666666288e+02,5.085315459426104773e-02
2.500000000000000000e+01,4.093333333333333144e+02,4.020807767537722122e-02
2.500000000000000000e+01,4.100000000000000000e+02,5.175371637158104193e-02
2.500000000000000000e+01,4.106666666666666288e+02,-2.098588329758191429e-03
2.500000000000000000e+01,4.113333333333333144e+02,4.644844867945280981e-02
2.500000000000000000e+01,4.120000000000000000e+02,5.411684311470718600e-02
2.500000000000000000e+01,4.126666666666666288e+02,9.223769021810511448e-03
2.500000000000000000e+01,4.133333333333333144e+02,2.029537325675729448e-02
2.500000000000000000e+01,4.140000000000000000e+02,3.751098654941463495e-03
2.500000000000000000e+01,4.146666666666666288e+02,5.216645089899396570e-02
2.500000000000000000e+01,4.153333333333333144e+02,5.794017483840657734e-02
2.500000000000000000e+01,4.160000000000000000e+02,1.317920722311444887e-02
2.500000000000000000e+01,4.166666666666666288e+02,3.558722296537779328e-02
2.500000000000000000e+01,4.173333333333333144e+02,2.171966765020862111e-02
2.500000000000000000e+01,4.180000000000000000e+02,5.282493188251383143e-02
2.500000000000000000e+01,4.186666666666666288e+02,2.250471822933939811e-02
2.500000000000000000e+01,4.193333333333333144e+02,2.410088256417100908e-02
2.500000000000000000e+01,4.200000000000000000e+02,5.032870019308263027e-02
2.500000000000000000e+01,4.206666666666666288e+02,8.858862570319407659e-02
2.500000000000000000e+01,4.213333333333333144e+02,2.583635042626621775e-02
2.500000000000000000e+01,4.220000000000000000e+02,2.864761043923966938e-02
2.500000000000000000e+01,4.226666666666666288e+02,3.624381735858867720e-02
2.500000000000000000e+01,4.233333333333333144e+02,5.404740453403712730e-02
2.500000000000000000e+01,4.240000000000000000e+02,4.614824727341016591e-02
2.500000000000000000e+01,4.246666666666666288e+02,2.956835742605284922e-02
2.500000000000000000e+01,4.253333333333333144e+02,3.337714259622395069e-02
2.500000000000000000e+01,4.260000000000000000e+02,3.154651548784434545e-02
2.500000000000000000e+01,4.266666666666666288e+02,2.067569888563561969e-02
2.500000000000000000e+01,4.273333333333333144e+02,6.270285081563160834e-02
2.500000000000000000e+01,4.280000000000000000e+02,3.539267534423090611e-02
2.500000000000000000e+01,4.286666666666666288e+02,5.316277869667127010e-02
2.500000000000000000e+01,4.293333333333333144e+02,3.052922445149303110e-02
2.500000000000000000e+01,4.300000000000000000e+02,4.513586794230320387e-02
2.500000000000000000e+01,4.306666666666666288e+02,6.447254422224932280e-02
2.500000000000000000e+01,4.313333333333333144e+02,7.276486885273326932e-02
2.500000000000000000e+01,4.320000000000000000e+02,6.252890333764479780e-02
2.500000000000000000e+01,4.326666666666666288e+02,2.517335961394896043e-02
2.500000000000000000e+01,4.333333333333333144e+02,1.406102566579226637e-02
2.500000000000000000e+01,4.340000000000000000e+02,4.285880337315665922e-02
2.500000000000000000e+01,4.346666666666666288e+02,5.346100373292144575e-02
2.500000000000000000e+01,4.353333333333333144e+02,7.780535438274427396e-02
2.500000000000000000e+01,4.360000000000000000e+02,4.193559381223704169e-02
2.500000000000000000e+01,4.366666666666666288e+02,5.964999414848755344e-02
2.500000000000000000e+01,4.373333333333333144e+02,4.942659969565669359e-02
2.500000000000000000e+01,4.380000000000000000e+02,1.946734270361407532e-02
2.500000000000000000e+01,4.386666666666666288e+02,5.681541969944557680e-02
2.500000000000000000e+01,4.393333333333333144e+02,4.136214473121396090e-02
2.500000000000000000e+01,4.400000000000000000e+02,6.136884352611587934e-02
2.500000000000000000e+01,4.406666666666666288e+02,1.669101716740147359e-02
2.500000000000000000e+01,4.413333333333333144e+02,6.054607056972959034e-02
2.500000000000000000e+01,4.420000000000000000e+02,4.179202791070687345e-02
2.500000000000000000e+01,4.426666666666666288e+02,3.409012092970890861e-02
2.500000000000000000e+01,4.433333333333333144e+02,7.584034776566667135e-02
2.500000000000000000e+01,4.440000000000000000e+02,6.089063541272596303e-02
2.500000000000000000e+01,4.446666666666666288e+02,6.056070948011353650e-02
2.500000000000000000e+01,4.453333333333333144e+02,4.183148709864679266e-02
2.500000000000000000e+01,4.460000000000000000e+02,2.138884690263012298e-02
2.500000000000000000e+01,4.466666666666666288e+02,1.897032980803392901e-02
2.500000000000000000e+01,4.473333333333333144e+02,3.819609423345109167e-02
2.500000000000000000e+01,4.480000000000000000e+02,1.698346111769210090e-02
2.500000000000000000e+01,4.486666666666666288e+02,3.540973147702274060e-02
2.500000000000000000e+01,4.493333333333333144e+02,4.404863597852026746e-02
2.500000000000000000e+01,4.500000000000000000e+02,3.800203382775749206e-02
2.500000000000000000e+01,4.506666666666666288e+02,4.902087218981318606e-02
2.500000000000000000e+01,4.513333333333333144e+02,-7.256393664250848641e-04
2.500000000000000000e+01,4.520000000000000000e+02,6.104242246228198943e-02
2.500000000000000000e+01,4.526666666666666288e+02,4.287943790946919381e-02
2.500000000000000000e+01,4.533333333333333144e+02,5.678350249178960862e-02
2.500000000000000000e+01,4.540000000000000000e+02,3.801332041232175635e-02
2.500000000000000000e+01,4.546666666666666288e+02,4.261565238667471694e-02
2.500000000000000000e+01,4.553333333333333144e+02,2.330359670007744327e-02
2.500000000000000000e+01,4.560000000000000000e+02,5.041073659566776971e-02
2.500000000000000000e+01,4.566666666666666288e+02,3.138543018084838376e-02
2.500000000000000000e+01,4.573333333333333144e+02,5.079022610310359592e-02
