wavenumber_cm-1,intensity
2.195416666666666572e+02,1.743831578652483422e-02
2.198333333333333428e+02,7.768312913114975432e-03
2.201250000000000000e+02,2.929650937008139444e-02
2.204166666666666572e+02,9.443766982704005983e-03
2.207083333333333428e+02,1.911415458152894778e-02
2.210000000000000000e+02,-3.527385342536836638e-03
2.212916666666666572e+02,-1.751177704343749586e-04
2.215833333333333428e+02,9.121342714903226193e-03
2.218750000000000000e+02,1.835931452242114265e-02
2.221666666666666572e+02,-6.940238063311301997e-03
2.224583333333333428e+02,5.641221874137080511e-03
2.227500000000000000e+02,5.533434987048366227e-02
2.230416666666666572e+02,4.623910714937229383e-02
2.233333333333333428e+02,4.419361853435407883e-02
2.236250000000000000e+02,1.403561673064985735e-02
2.239166666666666572e+02,2.899602009632718663e-02
2.242083333333333428e+02,4.229530035625499174e-02
2.245000000000000000e+02,4.913620337134642913e-02
2.247916666666666572e+02,3.507863655382111728e-02
2.250833333333333428e+02,2.704570068251909223e-02
2.253750000000000000e+02,-2.419028795885104499e-02
2.256666666666666572e+02,1.366792925444821998e-02
2.259583333333333428e+02,-8.820716653406064645e-03
2.262500000000000000e+02,3.705884422498048614e-02
2.265416666666666572e+02,4.928385994319695040e-02
2.268333333333333428e+02,4.130430170784654686e-02
2.271250000000000000e+02,7.111334332155563875e-04
2.274166666666666572e+02,-2.503148176155265553e-02
2.277083333333333428e+02,1.903783625660571480e-02
2.280000000000000000e+02,9.813701082145492860e-03
2.282916666666666572e+02,4.231892235122142881e-02
2.285833333333333428e+02,-1.183780468521722362e-02
2.288750000000000000e+02,2.576180068588936056e-02
2.291666666666666572e+02,6.275565200874612393e-02
2.294583333333333428e+02,5.430348871629905178e-03
2.297500000000000000e+02,-5.482034015798862431e-03
2.300416666666666572e+02,1.666584553243966385e-02
2.303333333333333428e+02,4.640756001927903718e-02
2.306250000000000000e+02,1.258255764368891062e-02
2.309166666666666572e+02,2.180539380117786294e-02
2.312083333333333428e+02,7.360628998478446761e-03
2.315000000000000000e+02,-1.365581780473308637e-03
2.317916666666666572e+02,-4.936299723337492229e-03
2.320833333333333428e+02,3.617619499426400625e-02
2.323750000000000000e+02,1.106807016516039854e-03
2.326666666666666856e+02,1.406379054168694145e-02
2.329583333333333428e+02,5.882349143581908774e-03
2.332500000000000000e+02,1.422432883930237722e-02
2.335416666666666856e+02,3.172167544847842580e-02
2.338333333333333428e+02,5.421254336951515651e-03
2.341250000000000000e+02,1.415701131591784803e-02
2.344166666666666856e+02,4.052315130545349614e-02
2.347083333333333428e+02,3.336140168626879760e-02
2.350000000000000000e+02,3.749256280798139718e-02
2.352916666666666856e+02,3.213282192454266356e-02
2.355833333333333428e+02,3.560208993816943446e-02
2.358750000000000000e+02,2.054295365120901301e-02
2.361666666666666856e+02,-4.686460650437825060e-04
2.364583333333333428e+02,1.244911037328703257e-02
2.367500000000000000e+02,3.307755443286277547e-02
2.370416666666666856e+02,2.807140744191358173e-02
2.373333333333333428e+02,2.046458876020007187e-02
2.376250000000000000e+02,2.703268204641908964e-02
2.379166666666666856e+02,4.898580201374321680e-02
2.382083333333333428e+02,2.801019186838346262e-02
2.385000000000000000e+02,5.074100681576552974e-02
2.387916666666666856e+02,5.152676653789704797e-03
2.390833333333333428e+02,1.558114865431493162e-03
2.393750000000000000e+02,4.895020071829538771e-02
2.396666666666666856e+02,3.259397298598478571e-02
2.399583333333333428e+02,4.183355699185507814e-02
2.402500000000000000e+02,3.487585396634319129e-02
2.405416666666666856e+02,-1.032387582193198400e-02
2.408333333333333428e+02,7.667704267486273595e-03
2.411250000000000000e+02,2.189519230717397458e-02
2.414166666666666856e+02,-7.443668359623480807e-03
2.417083333333333428e+02,1.667011805904919375e-02
2.420000000000000000e+02,3.173515957483744737e-02
2.422916666666666856e+02,1.794481968803711761e-02
2.425833333333333428e+02,3.836979907596597961e-02
2.428750000000000000e+02,2.272772790248435426e-03
2.431666666666666856e+02,2.887378641961688489e-02
2.434583333333333428e+02,6.406963870499774588e-03
2.437500000000000000e+02,-1.312601194706251168e-03
2.440416666666666856e+02,3.806279551334323941e-02
2.443333333333333428e+02,3.727506189941207776e-02
2.446250000000000000e+02,5.689633652796997898e-02
2.449166666666666856e+02,4.887065122399418537e-02
2.452083333333333428e+02,-1.111705655588387034e-02
2.455000000000000000e+02,4.674958018088828243e-02
2.457916666666666856e+02,1.715183578116433530e-02
2.460833333333333428e+02,1.793995783011542028e-02
2.463750000000000000e+02,2.216358269061084046e-03
2.466666666666666856e+02,-1.043938964845740613e-02
2.469583333333333428e+02,-1.010333808852970083e-02
2.472500000000000000e+02,6.869087687235427703e-03
2.475416666666666856e+02,4.966590865983853270e-02
2.478333333333333428e+02,-4.672181985834380352e-03
2.481250000000000000e+02,4.571573178610845167e-02
2.484166666666666856e+02,3.388282993861028297e-02
2.487083333333333428e+02,1.728607341481374488e-02
2.490000000000000000e+02,1.750540922450628117e-02
2.492916666666666856e+02,4.510062078848159350e-03
2.495833333333333428e+02,-1.442174860216329652e-03
2.498750000000000000e+02,2.871492391094709190e-02
2.501666666666666856e+02,4.081948209211825468e-02
2.504583333333333428e+02,5.857481354278333552e-02
2.507500000000000000e+02,2.362228060687302997e-02
2.510416666666666856e+02,-3.887637582824569199e-03
2.513333333333333428e+02,2.598482649949956577e-02
2.516250000000000000e+02,1.596703821386235428e-02
2.519166666666666856e+02,3.138704996960241939e-02
2.522083333333333428e+02,2.267565634570494620e-02
2.525000000000000000e+02,7.265323489686611319e-03
2.527916666666666856e+02,2.004844993716691989e-02
2.530833333333333428e+02,-7.279743665438924427e-03
2.533750000000000000e+02,-8.285627654568097911e-03
2.536666666666666856e+02,4.385854999675502242e-02
2.539583333333333428e+02,8.044507110437942865e-03
2.542500000000000000e+02,2.119848548825740281e-02
2.545416666666666856e+02,4.994836429091854130e-02
2.548333333333333428e+02,7.920844627994146070e-03
2.551250000000000000e+02,5.483124119269469632e-02
2.554166666666666856e+02,1.297471360055823045e-02
2.557083333333333428e+02,3.263054710755889515e-03
2.560000000000000000e+02,5.484615523145638938e-02
2.562916666666666856e+02,2.628740307499667639e-02
2.565833333333333144e+02,-8.552535434051433683e-03
2.568750000000000000e+02,3.043587775532700934e-03
2.571666666666666856e+02,3.607547645209415593e-02
2.574583333333333144e+02,4.068114984132203960e-02
2.577500000000000000e+02,3.512044090080157499e-02
2.580416666666666856e+02,1.645439661550306132e-02
2.583333333333333144e+02,2.297928381332060149e-02
2.586250000000000000e+02,2.469893169521968426e-02
2.589166666666666856e+02,1.180465196589803104e-02
2.592083333333333144e+02,3.161497038020707334e-03
2.595000000000000000e+02,3.914555831166854905e-02
2.597916666666666856e+02,3.315057801388462955e-02
2.600833333333333144e+02,1.537178150202848752e-02
2.603750000000000000e+02,3.538796195947337131e-02
2.606666666666666856e+02,6.802988227063416771e-02
2.609583333333333144e+02,2.072179970566070950e-02
2.612500000000000000e+02,7.803741282607284252e-03
2.615416666666666856e+02,-1.565979141351421175e-02
2.618333333333333144e+02,9.852452276505122009e-04
2.621250000000000000e+02,1.110858152921781472e-02
2.624166666666666856e+02,5.744135525423031685e-02
2.627083333333333144e+02,-1.752046261871871569e-03
2.630000000000000000e+02,1.605406440350205105e-02
2.632916666666666856e+02,1.741451328673117999e-02
2.635833333333333144e+02,7.812457564990982900e-03
2.638750000000000000e+02,7.406986663605782256e-03
2.641666666666666856e+02,8.033566772464056926e-03
2.644583333333333712e+02,4.130943499735751506e-02
2.647500000000000000e+02,1.328348641809374425e-02
2.650416666666666856e+02,6.027440373302651866e-02
2.653333333333333712e+02,2.475181331144543639e-02
2.656250000000000000e+02,8.918068350124454952e-03
2.659166666666666856e+02,4.571963008997493444e-02
2.662083333333333712e+02,1.678101336614370304e-02
2.665000000000000000e+02,-2.183911068276884332e-03
2.667916666666666856e+02,9.450453404748759834e-03
2.670833333333333712e+02,4.782503425025066285e-02
2.673750000000000000e+02,2.683175977973685858e-02
2.676666666666666856e+02,2.361311520894455659e-02
2.679583333333333712e+02,2.652485496445502328e-03
2.682500000000000000e+02,7.265514143251917967e-03
2.685416666666666856e+02,1.964721815940614208e-02
2.688333333333333712e+02,2.112439419765810289e-02
2.691250000000000000e+02,1.855035196410473319e-02
2.694166666666666856e+02,1.278059555619299840e-02
2.697083333333333712e+02,-1.985658267829114310e-02
2.700000000000000000e+02,6.396855726334405023e-02
2.702916666666666856e+02,1.145229058747622951e-02
2.705833333333333712e+02,4.407394286633998376e-02
2.708750000000000000e+02,2.995129794105003476e-02
2.711666666666666856e+02,1.814410664553973984e-02
2.714583333333333712e+02,-3.281729749347477021e-03
2.717500000000000000e+02,2.245262903538755225e-02
2.720416666666666856e+02,6.210148510673806077e-02
2.723333333333333712e+02,5.117111485103917334e-02
2.726250000000000000e+02,2.662401259068456275e-02
2.729166666666666856e+02,7.061259766385293013e-02
2.732083333333333712e+02,4.250391848436666647e-02
2.735000000000000000e+02,2.682635923076922765e-02
2.737916666666666856e+02,3.389025048352733299e-02
2.740833333333333712e+02,3.306200099824463390e-02
2.743750000000000000e+02,5.196298893089430077e-02
2.746666666666666856e+02,3.168520123286547308e-02
2.749583333333333712e+02,2.707335614300928478e-02
2.752500000000000000e+02,2.386872035428203032e-02
2.755416666666666856e+02,1.007136032445557494e-02
2.758333333333333712e+02,3.965725303557707943e-02
2.761250000000000000e+02,1.490215888569715666e-02
2.764166666666666856e+02,-2.136961778475499063e-03
2.767083333333333712e+02,1.914350926311265619e-02
2.770000000000000000e+02,4.739840737648095409e-02
2.772916666666666856e+02,1.526394697222252690e-02
2.775833333333333712e+02,1.086324616309021149e-02
2.778750000000000000e+02,2.989283487940194023e-02
2.781666666666666856e+02,2.008786268189623886e-02
2.784583333333333712e+02,3.319153367364859053e-02
2.787500000000000000e+02,4.468692048310989040e-02
2.790416666666666856e+02,4.402967707223143234e-02
2.793333333333333712e+02,2.025561244089759891e-02
2.796250000000000000e+02,3.035152777339544458e-02
2.799166666666666856e+02,5.416136172794434184e-02
2.802083333333333712e+02,3.328254498010625728e-02
2.805000000000000000e+02,-5.053452733603844282e-03
2.807916666666666856e+02,4.098488499714457445e-02
2.810833333333333712e+02,8.799651528085185304e-03
2.813750000000000000e+02,3.330884520424035738e-02
2.816666666666666856e+02,-1.690341292064807821e-04
2.819583333333333712e+02,2.636152445903556726e-02
2.822500000000000000e+02,2.688677405957112798e-02
2.825416666666666856e+02,9.490044703425785932e-03
2.828333333333333712e+02,5.446581053341625900e-02
2.831250000000000000e+02,1.963394678909893484e-02
2.834166666666666856e+02,6.499484013926931647e-02
2.837083333333333712e+02,2.229479337246157225e-02
2.840000000000000000e+02,3.096656923960584840e-03
2.842916666666666856e+02,3.901276050930248263e-03
2.845833333333333712e+02,2.207446981164808836e-02
2.848750000000000000e+02,3.256663750712612826e-02
2.851666666666666856e+02,-1.498600518640875318e-02
2.854583333333333712e+02,4.917493120925639505e-02
2.857500000000000000e+02,4.309916063608412728e-02
2.860416666666666856e+02,2.303785290623745763e-02
2.863333333333333712e+02,4.887978322150306199e-02
2.866250000000000000e+02,2.969903545335772499e-03
2.869166666666666856e+02,4.394113159254998957e-02
2.872083333333333712e+02,1.823031838128087029e-03
2.875000000000000000e+02,1.371584644746659011e-02
2.877916666666666856e+02,3.290264278343239812e-02
2.880833333333333712e+02,2.111143709150517869e-02
2.883750000000000000e+02,3.343144888163182560e-02
2.886666666666666856e+02,2.549167240473342380e-02
2.889583333333333712e+02,3.840568309674698144e-02
2.892500000000000000e+02,1.377546394341518272e-02
2.895416666666666856e+02,2.006848506472496546e-02
2.898333333333333712e+02,4.244875993656854057e-02
2.901250000000000000e+02,1.485314109565954478e-02
2.904166666666666856e+02,-6.701154214207652449e-03
2.907083333333333712e+02,1.649457458685173183e-02
2.910000000000000000e+02,3.180066681114932653e-02
2.912916666666666856e+02,4.371330166522018057e-02
2.915833333333333712e+02,7.535046452879036460e-03
2.918750000000000000e+02,4.745422594640774649e-02
2.921666666666666856e+02,5.175545754642617985e-02
2.924583333333333712e+02,2.727373636596580261e-02
2.927500000000000000e+02,3.236806629520400796e-02
2.930416666666666856e+02,1.740901951403485415e-02
2.933333333333333712e+02,3.519017937202256058e-02
2.936250000000000000e+02,-1.864764179388870430e-02
2.939166666666666856e+02,3.725328591056878413e-02
2.942083333333333712e+02,3.674720938985134855e-02
2.945000000000000000e+02,9.150482566524214406e-03
2.947916666666666856e+02,1.027527262278150888e-02
2.950833333333333712e+02,2.510388106898943025e-02
2.953750000000000000e+02,3.406747267643854549e-02
2.956666666666666856e+02,3.867737928407391501e-02
2.959583333333333712e+02,4.627532360268420131e-02
2.962500000000000000e+02,3.197902595463887609e-02
2.965416666666666856e+02,4.410930197013736981e-02
2.968333333333333712e+02,3.753049145627786187e-02
2.971250000000000000e+02,7.626414860942291180e-03
2.974166666666666856e+02,6.294596595726550947e-03
2.977083333333333712e+02,1.111266858769809768e-02
2.980000000000000000e+02,2.348288787799703015e-02
2.982916666666666856e+02,5.410449862987192632e-02
2.985833333333333712e+02,4.128355566728684339e-02
2.988750000000000000e+02,7.160729351571727685e-02
2.991666666666666856e+02,2.462468118078997917e-02
2.994583333333333712e+02,-6.641957505531259631e-04
2.997500000000000000e+02,3.372810416278491930e-02
3.000416666666666856e+02,1.245224318058572519e-02
3.003333333333333712e+02,3.430212281053660051e-02
3.006250000000000000e+02,2.915200233002196786e-02
3.009166666666666856e+02,1.271737439940717057e-02
3.012083333333333712e+02,3.073991055612649084e-02
3.015000000000000000e+02,7.241437821919154139e-04
3.017916666666666856e+02,2.533431317300518376e-02
3.020833333333333712e+02,1.810500117338849010e-02
3.023750000000000000e+02,8.679199902599868399e-03
3.026666666666666856e+02,2.133332108511659664e-02
3.029583333333333712e+02,2.490911582014471506e-02
3.032500000000000000e+02,4.080901328684070906e-02
3.035416666666666856e+02,4.521390656245721784e-02
3.038333333333333712e+02,3.333962370371364170e-02
3.041250000000000000e+02,4.176009213201917897e-02
3.044166666666666856e+02,2.948121657724936048e-02
3.047083333333333712e+02,1.714222945681764115e-02
3.050000000000000000e+02,6.371294944761676793e-02
3.052916666666666856e+02,4.661233008261579658e-02
3.055833333333333712e+02,5.827505801753660175e-04
3.058750000000000000e+02,4.343624455994483935e-02
3.061666666666666856e+02,4.290723985482394753e-02
3.064583333333333712e+02,2.619980330851470057e-02
3.067500000000000000e+02,2.261923506558830357e-02
3.070416666666666856e+02,4.192648003442135674e-02
3.073333333333333712e+02,5.447141767886375802e-02
3.076250000000000000e+02,3.964177655425292490e-02
3.079166666666666856e+02,4.004306056811230558e-02
3.082083333333333712e+02,6.527347933014923664e-02
3.085000000000000000e+02,4.579612626072186721e-02
3.087916666666666856e+02,6.709892241627049558e-02
3.090833333333333712e+02,-1.434151231635189677e-02
3.093750000000000000e+02,4.038990923979943887e-02
3.096666666666666856e+02,9.656614464920856150e-03
3.099583333333333712e+02,2.471206885961414745e-02
3.102500000000000000e+02,4.360857281583493256e-02
3.105416666666666856e+02,4.143210250181740550e-02
3.108333333333333712e+02,2.706339084194395173e-02
3.111250000000000000e+02,3.556573688442050962e-02
3.114166666666666856e+02,4.799626019381039027e-02
3.117083333333333712e+02,1.856782671545580826e-02
3.120000000000000000e+02,6.657130175983175246e-02
3.122916666666666856e+02,5.666284407471579299e-02
3.125833333333333712e+02,2.490544688982250510e-02
3.128750000000000000e+02,2.476645446014196644e-02
3.131666666666666856e+02,1.418224344243044360e-02
3.134583333333333712e+02,5.804842078646116343e-02
3.137500000000000000e+02,2.535881601938805990e-02
3.140416666666666856e+02,5.446906934730154359e-02
3.143333333333333712e+02,6.969951162962056967e-02
3.146250000000000000e+02,1.991145933173294261e-02
3.149166666666666856e+02,2.935226050590746330e-02
3.152083333333333712e+02,9.481563110124463511e-03
3.155000000000000000e+02,4.102707160767574829e-02
3.157916666666666856e+02,2.905606121672763692e-02
3.160833333333333712e+02,2.646276726769056231e-02
3.163750000000000000e+02,2.590992208776344771e-02
3.166666666666666856e+02,1.422492154477860565e-02
3.169583333333333712e+02,6.784569182959074296e-02
3.172500000000000000e+02,6.074447435298208076e-02
3.175416666666666856e+02,2.649040753115239344e-02
3.178333333333333712e+02,7.229713649079289040e-02
3.181250000000000000e+02,5.298033459244966270e-02
3.184166666666666856e+02,4.750210040768872849e-02
3.187083333333333712e+02,-7.731019478014543311e-03
3.190000000000000000e+02,4.161273463280175389e-02
3.192916666666666856e+02,4.566836981682920182e-02
3.195833333333333712e+02,1.014992029188437755e-02
3.198750000000000000e+02,6.312657095875259805e-02
3.201666666666666856e+02,4.978896125744673717e-02
3.204583333333333712e+02,4.573528218276060042e-02
3.207500000000000000e+02,4.964711328026762821e-02
3.210416666666666856e+02,3.610772887619821681e-02
3.213333333333333712e+02,3.364025240660965810e-02
3.216250000000000000e+02,3.687299468407571890e-02
3.219166666666666856e+02,6.200904522649844375e-02
3.222083333333333712e+02,1.573100525187574178e-02
3.225000000000000000e+02,2.848341065704004457e-02
3.227916666666666856e+02,3.715337511485750088e-02
3.230833333333333712e+02,3.922347634180681913e-02
3.233750000000000000e+02,4.601268902232243108e-02
3.236666666666666856e+02,1.873618477629369200e-02
3.239583333333333712e+02,3.357490801494159016e-02
3.242500000000000000e+02,4.095317770709654831e-02
3.245416666666666856e+02,2.476845945735098309e-02
3.248333333333333712e+02,4.066867417571989191e-02
3.251250000000000000e+02,3.297913865601739131e-03
3.254166666666666856e+02,1.208603662002563639e-02
3.257083333333333712e+02,4.395074603323446266e-02
3.260000000000000000e+02,1.297558102676418801e-02
3.262916666666666856e+02,3.505166659261364781e-02
3.265833333333333712e+02,1.276868182622636905e-02
3.268750000000000000e+02,2.114907938079734623e-02
3.271666666666666856e+02,1.628037813415849494e-02
3.274583333333333712e+02,2.914032765876439432e-02
3.277500000000000000e+02,1.966484849257769951e-02
3.280416666666666856e+02,6.284925342374757251e-02
3.283333333333333712e+02,2.228114969475443463e-02
3.286250000000000000e+02,6.932396673962479966e-03
3.289166666666666856e+02,6.385701688351982930e-02
3.292083333333333712e+02,2.311956000716825638e-02
3.295000000000000000e+02,6.692930155916362867e-02
3.297916666666666856e+02,5.995578691273507899e-02
3.300833333333333712e+02,3.037998464136660789e-02
3.303750000000000000e+02,3.862524344932793258e-02
3.306666666666666856e+02,3.918881477687782139e-02
3.309583333333333712e+02,5.863888163656906516e-02
3.312500000000000000e+02,2.302634859855018715e-02
3.315416666666666856e+02,3.979733842493573398e-02
3.318333333333333712e+02,3.978124000423092360e-02
3.321250000000000000e+02,4.116368466379806412e-02
3.324166666666666856e+02,3.654800822864216064e-02
3.327083333333333712e+02,2.905781196244554276e-02
3.330000000000000000e+02,2.489273256848690413e-02
3.332916666666666856e+02,3.795950012427116993e-02
3.335833333333333712e+02,3.423587512307179476e-02
3.338750000000000000e+02,1.690731191872517705e-02
3.341666666666666856e+02,3.891993982153868492e-02
3.344583333333333712e+02,6.397302382154937406e-02
3.347500000000000000e+02,9.959416782495972981e-03
3.350416666666666856e+02,-1.099468595293231349e-02
3.353333333333333712e+02,2.600875327046632546e-02
3.356250000000000000e+02,3.926732570919676951e-02
3.359166666666666856e+02,7.202232377879072556e-02
3.362083333333333712e+02,-3.281926736286855384e-03
3.365000000000000000e+02,3.980036911023229762e-02
3.367916666666666856e+02,5.896754247947726124e-02
3.370833333333333712e+02,8.901254855682712297e-02
3.373750000000000000e+02,4.919006930900690633e-02
3.376666666666666856e+02,3.910507790225173363e-02
3.379583333333333712e+02,6.220790112675372852e-02
3.382500000000000000e+02,6.802956176431859681e-02
3.385416666666666856e+02,3.448705159469047515e-02
3.388333333333333712e+02,3.154568062808701945e-02
3.391250000000000000e+02,4.070432758390314654e-02
3.394166666666666856e+02,6.396324988603258044e-02
3.397083333333333712e+02,5.370209774597854702e-02
3.400000000000000000e+02,5.607997918208815213e-02
3.402916666666666856e+02,2.905900259026256149e-02
3.405833333333333712e+02,3.795151644993623868e-02
3.408750000000000000e+02,5.114596676199185954e-02
3.411666666666666856e+02,4.497527607695918361e-02
3.414583333333333712e+02,3.487303028451035902e-02
3.417500000000000000e+02,5.636494293041083292e-03
3.420416666666666856e+02,4.010250534610148437e-02
3.423333333333333712e+02,4.995729560049701895e-02
3.426250000000000000e+02,5.261558588591271068e-02
3.429166666666666856e+02,5.831874322347249673e-02
3.432083333333333712e+02,6.776250272688480458e-03
3.435000000000000000e+02,3.846884910843373362e-02
3.437916666666666856e+02,6.336275802242964661e-02
3.440833333333333712e+02,4.540506646915291877e-02
3.443750000000000000e+02,3.920400016529940190e-02
3.446666666666666856e+02,3.088217909186305454e-02
3.449583333333333712e+02,3.165689440149339895e-02
3.452500000000000000e+02,5.289612754404946632e-02
3.455416666666666856e+02,4.649818793631396718e-02
3.458333333333333712e+02,3.582560368954841590e-02
3.461250000000000000e+02,5.705188754310858146e-02
3.464166666666666856e+02,5.522050914696581547e-02
3.467083333333333712e+02,4.259291604450968910e-02
3.470000000000000000e+02,3.886057215729141895e-02
3.472916666666666856e+02,-3.536163621737413443e-03
3.475833333333333712e+02,4.295220056363752148e-02
3.478750000000000000e+02,3.735846099104031537e-02
3.481666666666666856e+02,3.935290757990148741e-02
3.484583333333333712e+02,3.391860578114697100e-02
3.487500000000000000e+02,4.305579841708852273e-02
3.490416666666666856e+02,3.790246474148544625e-02
3.493333333333333712e+02,3.978359952759433910e-02
3.496250000000000000e+02,4.201446547065647297e-02
3.499166666666666856e+02,2.621343089864312803e-02
3.502083333333333712e+02,3.477440710516505745e-02
3.505000000000000000e+02,3.608272826738336686e-02
3.507916666666666856e+02,1.018311197107991256e-02
3.510833333333333712e+02,4.659387560438948278e-02
3.513750000000000000e+02,2.604925080314392585e-02
3.516666666666666856e+02,5.061110487049159251e-02
3.519583333333333712e+02,5.721565199455114908e-02
3.522500000000000000e+02,2.630946156013732468e-02
3.525416666666666856e+02,1.901581023547363469e-02
3.528333333333333712e+02,7.344079849888782152e-02
3.531250000000000000e+02,3.984120629955614085e-02
3.534166666666666856e+02,3.678496433786756364e-02
3.537083333333333712e+02,5.449820684229036288e-02
3.540000000000000000e+02,1.675274624623574599e-02
3.542916666666666856e+02,3.553457625712277967e-02
3.545833333333333712e+02,2.611392537617244353e-02
3.548750000000000000e+02,3.375514090070725476e-02
3.551666666666666856e+02,4.661078238784236577e-02
3.554583333333333712e+02,2.892048523826796710e-02
3.557500000000000000e+02,3.056923141788567277e-02
3.560416666666666856e+02,3.785156127266928183e-02
3.563333333333333712e+02,6.249378773499551787e-02
3.566250000000000000e+02,5.400090130489591800e-02
3.569166666666666856e+02,5.334055140394829836e-02
3.572083333333333712e+02,4.998974439433836320e-02
3.575000000000000000e+02,4.488513563857595562e-02
3.577916666666666856e+02,2.963399527983467951e-04
3.580833333333333712e+02,4.730571901445957544e-02
3.583750000000000000e+02,5.593015178261352000e-02
3.586666666666666856e+02,4.746573259662149186e-02
3.589583333333333712e+02,2.575431404108334543e-02
3.592500000000000000e+02,5.563856880014941136e-02
3.595416666666666856e+02,1.101422343823106262e-02
3.598333333333333712e+02,4.357080846918509609e-02
3.601250000000000000e+02,5.710986663117586376e-02
3.604166666666666856e+02,4.064944687874216811e-02
3.607083333333333712e+02,3.438961884535410296e-02
3.610000000000000000e+02,2.111504874864883821e-02
3.612916666666666856e+02,4.431763350212061803e-02
3.615833333333333712e+02,6.949911512411741099e-02
3.618750000000000000e+02,2.136931626188449257e-02
3.621666666666666856e+02,5.722352382330173071e-02
3.624583333333333712e+02,9.295179774804453871e-03
3.627500000000000000e+02,7.354809989096697254e-02
3.630416666666666856e+02,6.066822110533670598e-02
3.633333333333333712e+02,3.701027804547202260e-02
3.636250000000000000e+02,2.543295907708420511e-02
3.639166666666666856e+02,5.095553297988834884e-02
3.642083333333333712e+02,2.412334898943020028e-02
3.645000000000000000e+02,-5.402799722078494016e-03
3.647916666666666856e+02,3.232629890685367186e-02
3.650833333333333712e+02,1.108482740080229956e-02
3.653750000000000000e+02,3.000467243581002308e-03
3.656666666666666856e+02,7.907110593291449135e-03
3.659583333333333712e+02,4.175109440138536493e-02
3.662500000000000000e+02,4.795841629894579544e-02
3.665416666666666856e+02,9.444858633882936144e-03
3.668333333333333712e+02,2.954558810161875965e-02
3.671250000000000000e+02,5.733218861724395654e-02
3.674166666666666856e+02,5.042772922075296205e-02
3.677083333333333712e+02,2.719978296530163597e-02
3.680000000000000000e+02,1.621126777888337589e-03
3.682916666666666856e+02,6.329921345082566153e-02
3.685833333333333712e+02,1.007715109197605818e-02
3.688750000000000000e+02,2.954630688413931519e-02
